"Commodity-wise, Market-wise Daily Report on : 13/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Gopiganj,12.4,Tonnes,NR,Bold,1600,1950,1950,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Deshi,1590,1640,1610,Rs/Quintal
Jangipura,3,Tonnes,NR,Deshi,1520,1560,1540,Rs/Quintal
Jarar,25,Tonnes,NR,Deshi,1530,1590,1560,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kasganj,290,Tonnes,NR,Hybrid,1570,1630,1600,Rs/Quintal
Khair,10,Tonnes,NR,Hybrid,1540,1620,1580,Rs/Quintal
Khairagarh,14,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Kishunpur,15,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Madhogarh,80,Tonnes,NR,Bold,1400,1600,1500,Rs/Quintal
Rura,18,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1600,1620,1610,Rs/Quintal
Shikohabad,65,Tonnes,NR,Hybrid,1735,1760,1745,Rs/Quintal
Sikandraraau,12,Tonnes,NR,Deshi,1060,1235,1195,Rs/Quintal
Sirsaganj,4.9,Tonnes,NR,Hybrid,1650,1700,1675,Rs/Quintal
Ujhani,35,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Varipaal,5,Tonnes,NR,Deshi,1380,1440,1400,Rs/Quintal
Visoli,30,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Yusufpur,165,Tonnes,NR,Bold,1850,2000,1950,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Nagod,8,Tonnes,NR,Deshi,1600,1625,1610,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,3.4,Tonnes,NR,Deshi,1710,1710,1710,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.3,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Faizabad,1.2,Tonnes,NR,Dara,1675,1700,1685,Rs/Quintal
Fatehabad,15,Tonnes,NR,Dara,1400,1450,1430,Rs/Quintal
Gorakhpur,54.3,Tonnes,NR,Dara,1600,1700,1645,Rs/Quintal
Jalaun,0.3,Tonnes,NR,Dara,1950,1990,1980,Rs/Quintal
Jangipura,8,Tonnes,NR,Dara,1630,1670,1650,Rs/Quintal
Jhansi,9,Tonnes,NR,Dara,1420,1550,1470,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Karvi,1,Tonnes,NR,Dara,1650,1700,1690,Rs/Quintal
Kasganj,2,Tonnes,NR,Dara,1680,1730,1710,Rs/Quintal
Khairagarh,2,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Mahoba,2,Tonnes,NR,Dara,1650,1720,1690,Rs/Quintal
Mauranipur,1.6,Tonnes,NR,Dara,1445,1645,1545,Rs/Quintal
Muskara,3,Tonnes,NR,Dara,1625,1725,1670,Rs/Quintal
Orai,2,Tonnes,NR,Deshi,1900,1960,1930,Rs/Quintal
Raath,1.5,Tonnes,NR,Dara,1700,1780,1750,Rs/Quintal
Rura,4,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,5,Tonnes,NR,Dara,1700,1750,1725,Rs/Quintal
Sehjanwa,0.8,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shikohabad,1,Tonnes,NR,Dara,1915,1940,1925,Rs/Quintal
Varipaal,0.1,Tonnes,NR,Dara,1900,2100,2000,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Kustagi,2,Tonnes,NR,Navane Hybrid,2825,2825,2825,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1850,2430,1950,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1850,1950,1900,Rs/Quintal
Gujarat,,,,,,,,
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1600,2200,1900,Rs/Quintal
Karnataka,,,,,,,,
Belgaum,1,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
H.B. Halli,51,Tonnes,NR,Jowar ( White),1405,1700,1700,Rs/Quintal
Ramdurga,7,Tonnes,NR,Hybrid,1650,1870,1780,Rs/Quintal
,,,NR,Local,2500,2800,2650,Rs/Quintal
Madhya Pradesh,,,,,,,,
Lashkar,0.8,Tonnes,NR,Jowar ( White),1735,1735,1735,Rs/Quintal
,,,NR,Other,2790,3150,2790,Rs/Quintal
Maharashtra,,,,,,,,
Ausa,1,Tonnes,NR,Jowar ( White),2000,2611,2304,Rs/Quintal
,,,NR,Jowar (Yellow),2001,4251,3736,Rs/Quintal
Balapur,2,Tonnes,NR,Other,1400,2000,1900,Rs/Quintal
Chandur Bazar,7,Tonnes,NR,Other,1550,1851,1746,Rs/Quintal
Dound,1,Tonnes,NR,Jowar ( White),3800,3900,3861,Rs/Quintal
Katol,NR,Tonnes,NR,Other,1925,1925,1925,Rs/Quintal
Paithan,NR,Tonnes,NR,Red,2700,2700,2700,Rs/Quintal
Palthan,11,Tonnes,NR,Other,2100,3411,3000,Rs/Quintal
Shevgaon,1,Tonnes,NR,Other,1900,2575,2575,Rs/Quintal
Rajasthan,,,,,,,,
Jodhpur(Grain)(Bhagat Ki Kothi),2.8,Tonnes,NR,Other,2100,2200,2150,Rs/Quintal
Pipar City,1.1,Tonnes,NR,Jowar ( White),1850,2050,1950,Rs/Quintal
Tamil Nadu,,,,,,,,
Usilampatty,NR,Tonnes,NR,Local,3010,3110,3060,Rs/Quintal
Uttar Pradesh,,,,,,,,
Bharuasumerpur,40,Tonnes,NR,Jowar ( White),2500,3100,2800,Rs/Quintal
Rura,9,Tonnes,NR,Annigeri,1300,1400,1350,Rs/Quintal
Varipaal,6,Tonnes,NR,Jowar ( White),2200,2650,2600,Rs/Quintal
Kodo Millet(Varagu),,,,,,,,
Chattisgarh,,,,,,,,
Bandhabazar,20.2,Tonnes,NR,Varagu,2200,2200,2200,Rs/Quintal
Manendragarh,30,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bichhiya,32,Tonnes,NR,Other,1900,2000,2000,Rs/Quintal
Mohgaon,3.5,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Shahpura,35.35,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Maize,,,,,,,,
Chattisgarh,,,,,,,,
Bhanupratappur,12,Tonnes,NR,Hybrid/Local,1600,1600,1600,Rs/Quintal
Chura,24,Tonnes,NR,Local,1711,1711,1711,Rs/Quintal
Devbhog,200,Tonnes,NR,Local,1400,1400,1400,Rs/Quintal
Gamhari,160.2,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Keshkal,63.6,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Kondagoan,130,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Korar,18,Tonnes,NR,Hybrid/Local,1650,1650,1650,Rs/Quintal
Narayanpur,34.2,Tonnes,NR,Medium,1300,1400,1350,Rs/Quintal
Sambalpur,16,Tonnes,NR,Hybrid/Local,1600,1650,1625,Rs/Quintal
Gujarat,,,,,,,,
Gogamba(Similiya),2.2,Tonnes,NR,Deshi White,1560,1600,1580,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Haryana,,,,,,,,
Babain,341.5,Tonnes,NR,Local,250,367,265,Rs/Quintal
Karnataka,,,,,,,,
Athani,10,Tonnes,NR,Hybrid/Local,1500,1500,1500,Rs/Quintal
Gokak,102,Tonnes,NR,Local,1675,1675,1675,Rs/Quintal
H.B. Halli,123,Tonnes,NR,Hybrid/Local,1500,1750,1600,Rs/Quintal
Kollegal,12,Tonnes,NR,Local,1700,1700,1700,Rs/Quintal
Kustagi,40,Tonnes,NR,Hybrid/Local,1801,1801,1801,Rs/Quintal
Piriya Pattana,174,Tonnes,NR,Hybrid/Local,1100,1600,1400,Rs/Quintal
Ramdurga,38,Tonnes,NR,Local,1450,1720,1670,Rs/Quintal
Shiggauv,653,Tonnes,NR,Hybrid/Local,1500,1850,1675,Rs/Quintal
Soundati,84,Tonnes,NR,Local,1800,1850,1822,Rs/Quintal
Madhya Pradesh,,,,,,,,
Amarwda,3628.1,Tonnes,NR,Local,1450,1720,1585,Rs/Quintal
Badwaha,0.8,Tonnes,NR,Yellow,1680,1700,1700,Rs/Quintal
Bhikangaon,3.9,Tonnes,NR,Other,1570,1720,1620,Rs/Quintal
Bichhiya,2.5,Tonnes,NR,Deshi White,1700,1700,1700,Rs/Quintal
Dindori,3.2,Tonnes,NR,Local,1701,1701,1701,Rs/Quintal
Gorakhpur,26.46,Tonnes,NR,Local,1300,1350,1325,Rs/Quintal
Javad,0.05,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Karhi,1.38,Tonnes,NR,Other,1500,1635,1565,Rs/Quintal
Khargone,5,Tonnes,NR,Other,1495,1576,1495,Rs/Quintal
Khilchipur,2.9,Tonnes,NR,Other,1600,1775,1650,Rs/Quintal
Kurawar,0.8,Tonnes,NR,Other,1300,1570,1400,Rs/Quintal
Nainpur,5.37,Tonnes,NR,Other,1294,1700,1700,Rs/Quintal
Petlawad,4.34,Tonnes,NR,Deshi Red,1600,1600,1600,Rs/Quintal
Segaon,203,Tonnes,NR,Other,1365,1570,1450,Rs/Quintal
Suthalia,5.5,Tonnes,NR,Deshi Red,1595,1610,1600,Rs/Quintal
Maharashtra,,,,,,,,
Buldhana,65,Tonnes,NR,Yellow,1400,1750,1700,Rs/Quintal
Kannad,39,Tonnes,NR,Yellow,1650,1750,1700,Rs/Quintal
Sillod,13,Tonnes,NR,Yellow,1650,1800,1700,Rs/Quintal
Odisha,,,,,,,,
Jeypore,178,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Nabarangpur(Umerkote),245.11,Tonnes,NR,Hybrid/Local,1400,1400,1400,Rs/Quintal
Nawarangpur,456.54,Tonnes,NR,Hybrid/Local,1350,1500,1400,Rs/Quintal
Rajasthan,,,,,,,,
Begu,390,Tonnes,NR,Other,1650,1720,1710,Rs/Quintal
Tamil Nadu,,,,,,,,
Udumalpet,NR,Tonnes,NR,Hybrid Red (Cattle Feed),1800,1900,1850,Rs/Quintal
Telangana,,,,,,,,
Banswada,200,Tonnes,NR,Medium,1700,1700,1700,Rs/Quintal
Gollapally,15,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Jagtial,0.1,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Shadnagar,1,Tonnes,NR,Deshi Red,1741,1772,1765,Rs/Quintal
Uttar Pradesh,,,,,,,,
Ajuha,2.5,Tonnes,NR,Yellow,1440,1480,1465,Rs/Quintal
Aliganj,32,Tonnes,NR,Hybrid,1500,1700,1600,Rs/Quintal
Atrauli,15,Tonnes,NR,Hybrid,1630,1650,1640,Rs/Quintal
Bangarmau,65,Tonnes,NR,Yellow,1625,1675,1650,Rs/Quintal
Bewar,3,Tonnes,NR,Hybrid/Local,1650,1730,1700,Rs/Quintal
Bilsi,41,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Charra,7.5,Tonnes,NR,Hybrid,1610,1710,1660,Rs/Quintal
Chhibramau(Kannuj),4,Tonnes,NR,Yellow,1640,1660,1650,Rs/Quintal
Divai,6,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Etah,60,Tonnes,NR,Hybrid,1700,1850,1800,Rs/Quintal
Faizabad,6,Tonnes,NR,Yellow,1685,1710,1700,Rs/Quintal
Firozabad,10.1,Tonnes,NR,Deshi Red,1400,1600,1500,Rs/Quintal
Jahangirabad,2260,Tonnes,NR,Yellow,1650,1750,1700,Rs/Quintal
Jhijhank,0.2,Tonnes,NR,Yellow,1500,1700,1600,Rs/Quintal
Kamlaganj,26,Tonnes,NR,Yellow,1450,1550,1500,Rs/Quintal
Kannauj,35,Tonnes,NR,Yellow,1550,1730,1680,Rs/Quintal
Kasganj,224,Tonnes,NR,Hybrid,1730,1820,1800,Rs/Quintal
Lakhimpur,4.5,Tonnes,NR,Yellow,1420,1480,1450,Rs/Quintal
Muradabad,2.4,Tonnes,NR,Yellow,1700,1780,1745,Rs/Quintal
Payagpur,50,Tonnes,NR,Yellow,1640,1700,1680,Rs/Quintal
Pukhrayan,8,Tonnes,NR,Yellow,1700,1800,1740,Rs/Quintal
Rura,6,Tonnes,NR,Hybrid Yellow (Cattle Feed),1400,1500,1450,Rs/Quintal
Shikohabad,1,Tonnes,NR,Hybrid,1730,1755,1745,Rs/Quintal
Sirsaganj,16,Tonnes,NR,Hybrid,1700,1720,1710,Rs/Quintal
Ujhani,20,Tonnes,NR,Hybrid/Local,1600,1700,1650,Rs/Quintal
Paddy(Dhan)(Basmati),,,,,,,,
Haryana,,,,,,,,
Jullana,285,Tonnes,NR,1121,3052,3501,3471,Rs/Quintal
Narnaund,26,Tonnes,NR,1121,3515,3525,3525,Rs/Quintal
"New Grain Market , Jind",1550,Tonnes,NR,1121,2950,3580,3450,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alampur,66.5,Tonnes,NR,1121,2155,3100,2700,Rs/Quintal
NCT of Delhi,,,,,,,,
Narela,1308.6,Tonnes,NR,1121,2550,3480,3250,Rs/Quintal
,,,NR,Basmati 1509,2521,3180,3050,Rs/Quintal
,,,NR,Basumathi,4225,4225,4225,Rs/Quintal
,,,NR,Sugandha,1990,2525,2300,Rs/Quintal
Uttar Pradesh,,,,,,,,
Anoop Shahar,102.6,Tonnes,NR,1121,1966,2956,2188,Rs/Quintal
Banda,70,Tonnes,NR,1121,2950,3045,3000,Rs/Quintal
Charra,3,Tonnes,NR,Sugandha,2400,2500,2450,Rs/Quintal
Etah,95,Tonnes,NR,1121,2900,3100,3000,Rs/Quintal
,,,NR,Sugandha,2200,2360,2300,Rs/Quintal
Gangoh,5,Tonnes,NR,Basumathi,2010,3240,2675,Rs/Quintal
Gulavati,8,Tonnes,NR,1121,2338,2342,2340,Rs/Quintal
Jahangirabad,400,Tonnes,NR,1121,3300,3350,3325,Rs/Quintal
,,,NR,Basmati 1509,3100,3150,3125,Rs/Quintal
,,,NR,Sugandha,2400,2450,2425,Rs/Quintal
Jalaun,20,Tonnes,NR,1121,2960,3060,3000,Rs/Quintal
,,,NR,Basmati 1509,2560,2640,2600,Rs/Quintal
Kasganj,10,Tonnes,NR,Sugandha,2150,2500,2400,Rs/Quintal
Khair,240,Tonnes,NR,Basmati 1509,3050,3150,3100,Rs/Quintal
,,,NR,Sugandha,2450,2550,2500,Rs/Quintal
Moth,50,Tonnes,NR,1121,2900,3200,3060,Rs/Quintal
Purwa,6,Tonnes,NR,Basumathi,3375,3425,3400,Rs/Quintal
Raath,1.5,Tonnes,NR,1121,2900,3000,2950,Rs/Quintal
,,,NR,Basmati 1509,2600,2700,2650,Rs/Quintal
Rura,100,Tonnes,NR,1121,1770,1800,1785,Rs/Quintal
Sikandraraau,20,Tonnes,NR,1121,2985,3255,3065,Rs/Quintal
,,,NR,Basmati 1509,2230,2455,2315,Rs/Quintal
,,,NR,Sugandha,2050,2310,2190,Rs/Quintal
Sirsaganj,11,Tonnes,NR,Sugandha,2120,2320,2220,Rs/Quintal
Paddy(Dhan)(Common),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Sona,1700,1950,1850,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Sona Mahsuri,1800,2000,1900,Rs/Quintal
Chattisgarh,,,,,,,,
Amoda,4.5,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Arang,1,Tonnes,NR,Paddy Medium,1500,1500,1500,Rs/Quintal
Bardewri,2.8,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Basana,152.4,Tonnes,NR,MTU-1001,1420,1600,1510,Rs/Quintal
Bhanupratappur,3.8,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Bharamgarh,65.4,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bhavarpur,31.7,Tonnes,NR,MTU-1001,1520,1520,1520,Rs/Quintal
,,,NR,Swarna Masuri (New),1550,1550,1550,Rs/Quintal
Bhopalpattnam,52.2,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bijapur,56.1,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Charama,20,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Dudhawa,39,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Gamhari,210.2,Tonnes,NR,Paddy Coarse,1300,1400,1350,Rs/Quintal
,,,NR,Paddy fine,1550,1570,1560,Rs/Quintal
Gharghoda,17.1,Tonnes,NR,Paddy Coarse,1755,1755,1755,Rs/Quintal
Kanker,9,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Katghora,79.6,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Kawardha,0.2,Tonnes,NR,Swarna Masuri (New),1500,1525,1515,Rs/Quintal
Khamhariya,50,Tonnes,NR,Common,1400,1450,1425,Rs/Quintal
Kondagoan,25.1,Tonnes,NR,Paddy Coarse,1400,1550,1475,Rs/Quintal
Korar,7,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Lakhanpuri,20,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Narayanpur,55.4,Tonnes,NR,Paddy Coarse,1200,1300,1250,Rs/Quintal
Narharpur,20,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Pipriya,320,Tonnes,NR,Sona Mahsuri,1600,1660,1630,Rs/Quintal
Pratappur,0.5,Tonnes,NR,I.R. 36,1770,1770,1770,Rs/Quintal
Rajim,1,Tonnes,NR,Swarna Masuri (New),1540,1620,1550,Rs/Quintal
Sambalpur,50,Tonnes,NR,I.R. 36,1650,1650,1650,Rs/Quintal
Sarona,32.5,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Gujarat,,,,,,,,
Davgadbaria(Piplod),7.4,Tonnes,NR,Common,1355,1375,1365,Rs/Quintal
Devgadhbaria,14.1,Tonnes,NR,Common,1365,1385,1375,Rs/Quintal
Haryana,,,,,,,,
"New Grain Market , Panchkula",1,Tonnes,NR,Other,1770,1800,1771,Rs/Quintal
Karnataka,,,,,,,,
Arakalgud,19,Tonnes,NR,Paddy,1400,1400,1400,Rs/Quintal
Athani,7,Tonnes,NR,Paddy,1600,1600,1600,Rs/Quintal
Belthangdi,24,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
H.B. Halli,16,Tonnes,NR,Sona,1400,1400,1400,Rs/Quintal
Haliyala,73,Tonnes,NR,Paddy Medium,1550,1850,1750,Rs/Quintal
K.R.Nagar,383,Tonnes,NR,Paddy,1500,1700,1539,Rs/Quintal
Kollegal,239,Tonnes,NR,Paddy Medium,1700,1900,1800,Rs/Quintal
Pandavapura,37,Tonnes,NR,Paddy Dappa,1550,1800,1650,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bareli,1030,Tonnes,NR,Other,2400,2655,2528,Rs/Quintal
Bichhiya,138.13,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Budhar,43.5,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Chaakghat,1800,Tonnes,NR,Other,1760,1785,1770,Rs/Quintal
Dindori,448.5,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Gorakhpur,259.8,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Kareli,161.1,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Kotma,3.5,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Lashkar,13,Tonnes,NR,Common,1745,1810,1800,Rs/Quintal
Mandla,68,Tonnes,NR,5001,1750,1750,1750,Rs/Quintal
Nagod,19.7,Tonnes,NR,Other,1300,1510,1400,Rs/Quintal
Praswada,280,Tonnes,NR,Common,1750,1850,1800,Rs/Quintal
Umariya,25.8,Tonnes,NR,Other,1740,1750,1745,Rs/Quintal
Varaseoni,137.3,Tonnes,NR,Paddy fine,1750,2250,2100,Rs/Quintal
,,,NR,Paddy Medium,1300,1600,1500,Rs/Quintal
Maharashtra,,,,,,,,
Brahmpuri,16,Tonnes,NR,Other,1750,1800,1770,Rs/Quintal
Goregaon,9,Tonnes,NR,Other,1800,2000,1925,Rs/Quintal
Savali,222,Tonnes,NR,Other,1771,2158,2001,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,157.3,Tonnes,NR,Paddy,2925,3449,3187,Rs/Quintal
Odisha,,,,,,,,
Anandapur,30,Tonnes,NR,Common,1750,1760,1750,Rs/Quintal
Attabira,2512.09,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bargarh(Barapalli),7558,Tonnes,NR,C.O. 29,1750,1750,1750,Rs/Quintal
Bhadrak,98.85,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Bhawanipatna,572.81,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Bonai,500,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Dhenkanal,87,Tonnes,NR,1001,1750,1750,1750,Rs/Quintal
Godabhaga,36.78,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Jeypore,1174.5,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Junagarh,2396.87,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kalahandi(Dharamagarh),1465.61,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Karanjia,6,Tonnes,NR,Other,1550,1750,1750,Rs/Quintal
Kendrapara,42,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Kendrapara(Marshaghai),42,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kendupatna,120,Tonnes,NR,Other,1750,1800,1750,Rs/Quintal
Kendupatna(Niali),200,Tonnes,NR,Other,1750,1800,1750,Rs/Quintal
Khariar,260,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Malkanagiri,139,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Malkangiri(Korakunda),132,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Mottagaon,75,Tonnes,NR,1001,1750,1750,1750,Rs/Quintal
Nawarangpur,717.85,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Pattamundai,42,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Sahidngar,46,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Tamil Nadu,,,,,,,,
Usilampatty,NR,Tonnes,NR,ADT 43,1820,1920,1870,Rs/Quintal
,,,NR,Co. 43,1750,1850,1800,Rs/Quintal
,,,NR,Ponni,2010,2110,2060,Rs/Quintal
Vadaseri,4.6,Tonnes,NR,AST 16,1600,1800,1700,Rs/Quintal
Telangana,,,,,,,,
Bhadrachalam,67,Tonnes,NR,Samba Masuri,1730,1770,1750,Rs/Quintal
Bodhan,9.8,Tonnes,NR,MTU-1010,1770,1770,1770,Rs/Quintal
Nalgonda,0.1,Tonnes,NR,1001,1770,1770,1770,Rs/Quintal
