"Commodity-wise, Market-wise Daily Report on : 26/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Aligarh,12,Tonnes,NR,Hybrid,1720,1760,1740,Rs/Quintal
Anoop Shahar,5.5,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Atrauli,61,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Awagarh,8,Tonnes,NR,Hybrid,1700,1800,1750,Rs/Quintal
Bhehjoi,20,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Bilsi,60,Tonnes,NR,Hybrid,1600,1650,1620,Rs/Quintal
Choubepur,4.5,Tonnes,NR,Deshi,1570,1650,1610,Rs/Quintal
Divai,5,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Etah,200,Tonnes,NR,Hybrid,1650,1740,1700,Rs/Quintal
Firozabad,52,Tonnes,NR,Deshi,1730,1740,1735,Rs/Quintal
Jagnair,11,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Jahanabad,21,Tonnes,NR,Bold,1100,1300,1200,Rs/Quintal
Jasvantnagar,15,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.2,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kasganj,100,Tonnes,NR,Hybrid,1660,1740,1690,Rs/Quintal
Khair,10,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Khairagarh,10,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Mohamadabad,33,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Rura,11,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1590,1700,1650,Rs/Quintal
Shahaswan,1,Tonnes,NR,Other,1620,1640,1630,Rs/Quintal
Tundla,15,Tonnes,NR,Deshi,1650,1740,1730,Rs/Quintal
Varipaal,7.2,Tonnes,NR,Deshi,1450,1550,1500,Rs/Quintal
Yusufpur,230,Tonnes,NR,Bold,1900,1980,1950,Rs/Quintal
Barley (Jau),,,,,,,,
Uttar Pradesh,,,,,,,,
Aligarh,10,Tonnes,NR,Dara,1790,1830,1810,Rs/Quintal
Allahabad,3.5,Tonnes,NR,Dara,1550,1750,1630,Rs/Quintal
Choubepur,1,Tonnes,NR,Dara,1780,1860,1820,Rs/Quintal
Faizabad,1,Tonnes,NR,Dara,1710,1735,1720,Rs/Quintal
Jagnair,2.5,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kasganj,1.8,Tonnes,NR,Dara,1750,1780,1760,Rs/Quintal
Khairagarh,1,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Dara,1450,1860,1850,Rs/Quintal
Rura,4,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,47,Tonnes,NR,Dara,1725,1760,1750,Rs/Quintal
Sehjanwa,0.9,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
P.O. Uparhali Guwahati,20,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Madhya Pradesh,,,,,,,,
Shahpura,14.4,Tonnes,NR,Navane Hybrid,1800,2000,1900,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1850,2430,1900,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2450,2450,2450,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1700,1800,1750,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),1600,1800,1700,Rs/Quintal
Nandyal,1,Tonnes,NR,Jowar (Yellow),2400,2500,2450,Rs/Quintal
Gujarat,,,,,,,,
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Vadodara,10,Tonnes,NR,Other,2100,2450,2450,Rs/Quintal
Karnataka,,,,,,,,
Belgaum,NR,Tonnes,NR,Jowar ( White),2000,2750,2400,Rs/Quintal
Madhya Pradesh,,,,,,,,
Sidhi,8.64,Tonnes,NR,Other,2431,2433,2432,Rs/Quintal
Maharashtra,,,,,,,,
Bhokar,NR,Tonnes,NR,Other,1395,1400,1398,Rs/Quintal
Pathardi,2,Tonnes,NR,Other,2490,3000,2800,Rs/Quintal
Vaduj,27,Tonnes,NR,Other,2800,3000,2900,Rs/Quintal
Rajasthan,,,,,,,,
Bijay Nagar,1.1,Tonnes,NR,Other,1700,2500,1900,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),0.7,Tonnes,NR,Other,1700,2100,1900,Rs/Quintal
Vijay Nagar(Gulabpura),3,Tonnes,NR,Other,1700,2500,1900,Rs/Quintal
Tamil Nadu,,,,,,,,
Cumbum,NR,Tonnes,NR,Other,1710,1860,1785,Rs/Quintal
Theni,NR,Tonnes,NR,Red,1920,2040,1980,Rs/Quintal
Usilampatty,NR,Tonnes,NR,Local,3000,3800,3400,Rs/Quintal
Uttar Pradesh,,,,,,,,
Rura,12,Tonnes,NR,Annigeri,1300,1400,1350,Rs/Quintal
Varipaal,12,Tonnes,NR,Jowar ( White),2400,2800,2600,Rs/Quintal
Kodo Millet(Varagu),,,,,,,,
Chattisgarh,,,,,,,,
Gidam,20,Tonnes,NR,Other,2000,2200,2050,Rs/Quintal
Madhya Pradesh,,,,,,,,
Budhar,4,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Shahpura,23.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Sidhi,25.93,Tonnes,NR,Other,1274,1276,1275,Rs/Quintal
Maize,,,,,,,,
Andhra Pradesh,,,,,,,,
Alur,0.01,Tonnes,NR,Local,1700,1700,1700,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Hybrid/Local,1700,1700,1700,Rs/Quintal
Chintalapudi,1,Tonnes,NR,Deshi Red,1600,1700,1650,Rs/Quintal
Nandikotkur,NR,Tonnes,NR,Hybrid,1700,1700,1700,Rs/Quintal
Chattisgarh,,,,,,,,
Chhinari,1.8,Tonnes,NR,Local,1400,1700,1650,Rs/Quintal
Dhanora,246.8,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Gariyaband,16,Tonnes,NR,Local,1450,1450,1450,Rs/Quintal
Kondagoan,5.3,Tonnes,NR,Local,1400,1700,1600,Rs/Quintal
Pharasgaon,60,Tonnes,NR,Local,1400,1700,1500,Rs/Quintal
Gujarat,,,,,,,,
Gogamba(Similiya),1.6,Tonnes,NR,Deshi White,1560,1590,1570,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Jharkhand,,,,,,,,
Lohardaga,NR,Tonnes,NR,Deshi Red,1705,1760,1730,Rs/Quintal
Pakur,0.01,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Karnataka,,,,,,,,
Arakalgud,22,Tonnes,NR,Local,1400,1400,1400,Rs/Quintal
Gokak,68,Tonnes,NR,Local,1930,1930,1930,Rs/Quintal
Harappana Halli,390,Tonnes,NR,Hybrid/Local,1650,1800,1773,Rs/Quintal
Hiriyur,92,Tonnes,NR,Hybrid/Local,2392,2392,2392,Rs/Quintal
Piriya Pattana,75,Tonnes,NR,Hybrid/Local,4950,4950,4950,Rs/Quintal
Soundati,108,Tonnes,NR,Local,1870,1970,1954,Rs/Quintal
Madhya Pradesh,,,,,,,,
Amarwda,0.5,Tonnes,NR,Local,1590,1750,1670,Rs/Quintal
Anjad,30.4,Tonnes,NR,Yellow,1300,1300,1300,Rs/Quintal
Petlawad,61,Tonnes,NR,Deshi Red,1450,1700,1601,Rs/Quintal
Maharashtra,,,,,,,,
Bhokardan,17,Tonnes,NR,Yellow,1650,1810,1775,Rs/Quintal
Buldhana,43,Tonnes,NR,Yellow,1600,1800,1800,Rs/Quintal
Kannad,28,Tonnes,NR,Yellow,1550,1650,1600,Rs/Quintal
Sillod(Bharadi),11,Tonnes,NR,Yellow,1825,1825,1825,Rs/Quintal
Vaduj,2,Tonnes,NR,Deshi Red,1850,1900,1875,Rs/Quintal
Odisha,,,,,,,,
Jeypore,194,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Nabarangpur(Umerkote),16,Tonnes,NR,Hybrid/Local,1450,1450,1450,Rs/Quintal
Nawarangpur,154,Tonnes,NR,Hybrid/Local,1400,2125,1500,Rs/Quintal
Punjab,,,,,,,,
Hoshiarpur,18,Tonnes,NR,Other,2000,2085,2042,Rs/Quintal
Rajasthan,,,,,,,,
Bijay Nagar,1.2,Tonnes,NR,Other,1931,1972,1950,Rs/Quintal
Vijay Nagar(Gulabpura),3.5,Tonnes,NR,Other,1931,1972,1950,Rs/Quintal
Tamil Nadu,,,,,,,,
Bodinayakkanur,NR,Tonnes,NR,Medium,1860,1920,1890,Rs/Quintal
Gangavalli,0.01,Tonnes,NR,Other,1885,1915,1900,Rs/Quintal
Madathukulam,NR,Tonnes,NR,Other,1725,1780,1750,Rs/Quintal
Thalaivasal,0.01,Tonnes,NR,Other,1690,1900,1830,Rs/Quintal
Theni,NR,Tonnes,NR,Hybrid,1860,1920,1890,Rs/Quintal
Udumalpet,33.97,Tonnes,NR,Hybrid Red (Cattle Feed),1850,1960,1905,Rs/Quintal
Telangana,,,,,,,,
Banswada,100,Tonnes,NR,Medium,1700,1700,1700,Rs/Quintal
Charla,88,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Huzzurabad,1,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Pargi,0.01,Tonnes,NR,Local,1800,1800,1800,Rs/Quintal
Uttar Pradesh,,,,,,,,
Ajuha,2.5,Tonnes,NR,Yellow,1470,1500,1485,Rs/Quintal
Aliganj,35,Tonnes,NR,Hybrid,1700,1800,1750,Rs/Quintal
Aligarh,0.6,Tonnes,NR,Hybrid,1810,1850,1830,Rs/Quintal
Atrauli,22,Tonnes,NR,Hybrid,1680,1700,1690,Rs/Quintal
Bangarmau,45.6,Tonnes,NR,Yellow,1725,1775,1750,Rs/Quintal
Bilsi,40,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Choubepur,7,Tonnes,NR,Yellow,1680,1740,1710,Rs/Quintal
Divai,2,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Faizabad,6,Tonnes,NR,Yellow,1695,1725,1710,Rs/Quintal
Gonda,204,Tonnes,NR,Yellow,1555,1575,1565,Rs/Quintal
Jahangirabad,3,Tonnes,NR,Yellow,1650,1740,1700,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Yellow,1500,1700,1600,Rs/Quintal
Kasganj,50,Tonnes,NR,Hybrid,1800,1960,1900,Rs/Quintal
Mohamadabad,27,Tonnes,NR,Yellow,1720,1750,1735,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Yellow,1720,1860,1850,Rs/Quintal
Nawabganj,1.56,Tonnes,NR,Yellow,1310,NR,1350,Rs/Quintal
Risia,44.6,Tonnes,NR,Yellow,1400,1450,1420,Rs/Quintal
Rura,8,Tonnes,NR,Hybrid Yellow (Cattle Feed),1400,1500,1450,Rs/Quintal
Tamkuhi Road,1.5,Tonnes,NR,Yellow,1640,1670,1655,Rs/Quintal
Paddy(Dhan)(Basmati),,,,,,,,
Haryana,,,,,,,,
Jullana,255,Tonnes,NR,1121,3200,3500,3450,Rs/Quintal
Narnaund,6,Tonnes,NR,1121,3211,3411,3411,Rs/Quintal
Narwana,6.4,Tonnes,NR,1121,3200,3500,3350,Rs/Quintal
"New Grain Market , Sonipat",107.4,Tonnes,NR,1121,3381,3481,3381,Rs/Quintal
,,,NR,Basumathi,4471,4471,4471,Rs/Quintal
Pillukhera,355,Tonnes,NR,1121,3300,3461,3461,Rs/Quintal
Sirsa,50,Tonnes,NR,Basmati 1509,3050,3050,3050,Rs/Quintal
Uchana,13,Tonnes,NR,1121,3351,3497,3471,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alampur,6,Tonnes,NR,1121,2800,3040,2850,Rs/Quintal
Punjab,,,,,,,,
Khanna,488,Tonnes,NR,1121,3080,3540,3300,Rs/Quintal
Nawanshahar,2.3,Tonnes,NR,1121,2800,3200,3200,Rs/Quintal
Rajpura,85,Tonnes,NR,1121,3000,3645,3300,Rs/Quintal
Telangana,,,,,,,,
Chandur,1,Tonnes,NR,1121,1770,1770,1770,Rs/Quintal
Uttar Pradesh,,,,,,,,
Aligarh,300,Tonnes,NR,1121,3100,3200,3150,Rs/Quintal
,,,NR,Basmati 1509,2900,3000,2950,Rs/Quintal
,,,NR,Sugandha,2350,2450,2400,Rs/Quintal
Anoop Shahar,110.6,Tonnes,NR,1121,1951,2955,2174,Rs/Quintal
Etah,55,Tonnes,NR,1121,2900,3100,3000,Rs/Quintal
,,,NR,Sugandha,2200,2300,2250,Rs/Quintal
Gulavati,21,Tonnes,NR,1121,2338,2342,2340,Rs/Quintal
Jahangirabad,300,Tonnes,NR,1121,3300,3375,3325,Rs/Quintal
,,,NR,Basmati 1509,3100,3150,3125,Rs/Quintal
,,,NR,Sugandha,2400,2471,2425,Rs/Quintal
Kasganj,12,Tonnes,NR,Sugandha,2200,2450,2380,Rs/Quintal
Khair,130,Tonnes,NR,Basmati 1509,2900,3000,2950,Rs/Quintal
,,,NR,Sugandha,2350,2450,2400,Rs/Quintal
Khurja,10,Tonnes,NR,SuperFine(Basmati),2470,3300,3140,Rs/Quintal
Moth,40,Tonnes,NR,1121,3000,3200,3130,Rs/Quintal
Rura,280,Tonnes,NR,1121,1770,1800,1775,Rs/Quintal
West Bengal,,,,,,,,
Rampurhat,5,Tonnes,NR,SuperFine(Basmati),5200,5220,5210,Rs/Quintal
Paddy(Dhan)(Common),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Sona,1850,1950,1900,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Sona Mahsuri,1750,1750,1750,Rs/Quintal
Attili,1,Tonnes,NR,Paddy,1750,1770,1760,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Sona Mahsuri,1800,2000,1900,Rs/Quintal
Bhimavaram,0.1,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Chintalapudi,1,Tonnes,NR,1001,1650,1750,1700,Rs/Quintal
Koilkunta,NR,Tonnes,NR,B P T,1700,1750,1750,Rs/Quintal
Kovvur,1,Tonnes,NR,MTU-1010,1750,1770,1760,Rs/Quintal
Narsapuram,0.1,Tonnes,NR,MTU-1010,1600,1700,1650,Rs/Quintal
Tanuku,1,Tonnes,NR,MTU-1010,1750,1770,1750,Rs/Quintal
Chattisgarh,,,,,,,,
Amoda,264.64,Tonnes,NR,Fine,1770,1770,1770,Rs/Quintal
,,,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Arang,1,Tonnes,NR,Paddy Medium,1500,1500,1500,Rs/Quintal
Bardewri,320.44,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Bhanupratappur,8,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Bharamgarh,200,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bhopalpattnam,100,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bijapur,103.2,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Charama,50,Tonnes,NR,Other,1480,1480,1480,Rs/Quintal
Chhinari,61.2,Tonnes,NR,Paddy Coarse,1450,1550,1500,Rs/Quintal
Dhanora,125.5,Tonnes,NR,Paddy Coarse,1300,1400,1350,Rs/Quintal
,,,NR,Paddy fine,1500,1550,1520,Rs/Quintal
Dudhawa,257.92,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Gharghoda,1423.5,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Kanker,140.24,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Katghora,1803.06,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Kawardha,30,Tonnes,NR,Swarna Masuri (New),1600,1700,1650,Rs/Quintal
Kondagoan,11.3,Tonnes,NR,Paddy Coarse,1450,1550,1500,Rs/Quintal
Korar,10,Tonnes,NR,Common,1550,1550,1550,Rs/Quintal
Lakhanpuri,30,Tonnes,NR,Other,1480,1500,1490,Rs/Quintal
Mardapal,65,Tonnes,NR,Paddy Coarse,1450,1550,1500,Rs/Quintal
Narharpur,40,Tonnes,NR,Other,1480,1500,1490,Rs/Quintal
Pipriya,20,Tonnes,NR,Sona Mahsuri,1500,1600,1550,Rs/Quintal
Pratappur,6,Tonnes,NR,I.R. 36,1780,1780,1780,Rs/Quintal
Rajim,1,Tonnes,NR,Swarna Masuri (New),1500,1580,1550,Rs/Quintal
Sambalpur,30,Tonnes,NR,I.R. 64,1650,1650,1650,Rs/Quintal
Sarona,358.04,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Gujarat,,,,,,,,
Davgadbaria(Piplod),17.2,Tonnes,NR,Common,1360,1370,1365,Rs/Quintal
Devgadhbaria,15.5,Tonnes,NR,Common,1360,1370,1365,Rs/Quintal
Songadh(Umrada),5.6,Tonnes,NR,Paddy,1605,1735,1689,Rs/Quintal
Haryana,,,,,,,,
"New Grain Market , Panchkula",1,Tonnes,NR,Other,1770,1800,1771,Rs/Quintal
Sirsa,3100,Tonnes,NR,D.B.,2700,3142,2900,Rs/Quintal
Jharkhand,,,,,,,,
Khunti,NR,Tonnes,NR,Paddy Coarse,1750,1770,1760,Rs/Quintal
,,,NR,Paddy Medium,1750,1850,1800,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Paddy fine,1430,1765,1760,Rs/Quintal
Pakur,0.07,Tonnes,NR,Paddy Coarse,1750,1850,1800,Rs/Quintal
Karnataka,,,,,,,,
Bangarpet,229,Tonnes,NR,Paddy fine,1680,1980,1750,Rs/Quintal
K.R.Nagar,458,Tonnes,NR,Paddy,1450,1700,1530,Rs/Quintal
Kollegal,100,Tonnes,NR,Paddy Medium,1550,1750,1650,Rs/Quintal
Madhya Pradesh,,,,,,,,
Anuppur,24,Tonnes,NR,Other,1400,1410,1400,Rs/Quintal
Bareli,745.76,Tonnes,NR,Other,2500,2550,2525,Rs/Quintal
Budhar,42,Tonnes,NR,Other,1500,1750,1600,Rs/Quintal
Chaakghat,501,Tonnes,NR,Other,1760,1760,1760,Rs/Quintal
Dindori,24.07,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Jaithari,3,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Lalbarra,0.2,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Praswada,325,Tonnes,NR,Common,1750,1850,1800,Rs/Quintal
Maharashtra,,,,,,,,
Brahmpuri,13,Tonnes,NR,Other,2000,2100,2050,Rs/Quintal
Murbad,49,Tonnes,NR,Other,1750,1780,1765,Rs/Quintal
Sindevahi,10,Tonnes,NR,Other,2100,2150,2100,Rs/Quintal
Meghalaya,,,,,,,,
Ampati,2,Tonnes,NR,Other,2000,3000,2500,Rs/Quintal
Odisha,,,,,,,,
Anandapur,20,Tonnes,NR,Common,1750,1760,1750,Rs/Quintal
Attabira,126.41,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bonai,300,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Dhenkanal,78.5,Tonnes,NR,1001,1750,1750,1750,Rs/Quintal
Jeypore,356.9,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Junagarh,1789.42,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kalahandi(Dharamagarh),971.52,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kendrapara,36,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Kendrapara(Marshaghai),36,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Khariar,130,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Mottagaon,78,Tonnes,NR,1001,1750,1750,1750,Rs/Quintal
Nawarangpur,42.42,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Nimapara,12,Tonnes,NR,Other,1650,1770,1750,Rs/Quintal
Pattamundai,32,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Tamil Nadu,,,,,,,,
Acharapakkam,0.05,Tonnes,NR,Ponni,1900,2100,2000,Rs/Quintal
Bodinayakkanur,NR,Tonnes,NR,Sinna Ponni,1760,1840,1800,Rs/Quintal
Chengalpattu,1,Tonnes,NR,ADT 37,1519,1541,1530,Rs/Quintal
Chinnamanur,NR,Tonnes,NR,Other,1750,1830,1790,Rs/Quintal
Cumbum,NR,Tonnes,NR,Other,1740,1840,1790,Rs/Quintal
Karaikudi,0.1,Tonnes,NR,A. Ponni,2000,2200,2100,Rs/Quintal
Kilvelur,0.26,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Kuttulam,0.47,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Madathukulam,NR,Tonnes,NR,Other,1625,1680,1650,Rs/Quintal
Maduranthagam,0.05,Tonnes,NR,Ponni,1990,2200,2100,Rs/Quintal
Mailaduthurai,0.47,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Nagapattinam,0.79,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Pallipattu,1,Tonnes,NR,ADT 37,1385,1536,1461,Rs/Quintal
Sembanarkoil,0.49,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Sirkali,0.49,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Sunguvarchatram,1,Tonnes,NR,ADT 37,1519,1541,1530,Rs/Quintal
Thanjavur,1,Tonnes,NR,B P T,2200,2300,2250,Rs/Quintal
Theni,NR,Tonnes,NR,Co. 43,1730,1830,1780,Rs/Quintal
Thirukkalukundram,0.1,Tonnes,NR,ADT 36,1000,1200,1100,Rs/Quintal
Thirupoondi,0.49,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Usilampatty,NR,Tonnes,NR,ADT 43,1780,1880,1830,Rs/Quintal
,,,NR,Co. 43,1740,1840,1790,Rs/Quintal
,,,NR,Ponni,1710,1810,1760,Rs/Quintal
Vedaranyam,0.49,Tonnes,NR,B P T,1400,2100,1760,Rs/Quintal
Telangana,,,,,,,,
Bodhan,9.6,Tonnes,NR,MTU-1010,1770,1770,1770,Rs/Quintal
Chandur(Mungodu),1,Tonnes,NR,1001,1750,1750,1750,Rs/Quintal
Dammapet,18,Tonnes,NR,1001,2100,2500,2200,Rs/Quintal
Devarkonda(Dindi),1,Tonnes,NR,MTU-1010,1770,1770,1770,Rs/Quintal
Devarkonda(Mallepalli),1,Tonnes,NR,MTU-1010,1770,1770,1770,Rs/Quintal
Huzurnagar,0.1,Tonnes,NR,B P T,1770,1770,1770,Rs/Quintal
Huzzurabad,1,Tonnes,NR,1001,1750,1750,1750,Rs/Quintal
,,,NR,MTU-1010,1770,1770,1770,Rs/Quintal
