"Commodity-wise, Market-wise Daily Report on : 12/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Umreth,7.7,Tonnes,NR,Deshi,1750,1825,1820,Rs/Quintal
Vadgam,0.6,Tonnes,NR,Hybrid,1865,1885,1875,Rs/Quintal
Visnagar,5,Tonnes,NR,Other,1705,2010,1857,Rs/Quintal
Haryana,,,,,,,,
Jullana,255,Tonnes,NR,Other,3001,3531,3451,Rs/Quintal
Karnataka,,,,,,,,
Bagalakot,1,Tonnes,NR,Hybrid,1560,1560,1560,Rs/Quintal
Basava Kalayana,2,Tonnes,NR,Local,1600,1900,1700,Rs/Quintal
Gulbarga,21,Tonnes,NR,Local,1658,2058,1882,Rs/Quintal
Lingasugur,57,Tonnes,NR,Other,1500,1750,1700,Rs/Quintal
Rona,7,Tonnes,NR,Hybrid,1650,1655,1652,Rs/Quintal
Madhya Pradesh,,,,,,,,
Lahar,14.6,Tonnes,NR,Other,1920,1938,1929,Rs/Quintal
Lashkar,17,Tonnes,NR,Deshi,1690,1715,1705,Rs/Quintal
Morena,21.6,Tonnes,NR,Deshi,1673,1682,1677,Rs/Quintal
Sabalgarh,3.1,Tonnes,NR,Deshi,1598,1615,1605,Rs/Quintal
Sevda,3,Tonnes,NR,Other,1510,1566,1530,Rs/Quintal
Maharashtra,,,,,,,,
Amalner,3,Tonnes,NR,Other,1986,2011,2011,Rs/Quintal
Amarawati,1,Tonnes,NR,Other,1900,2150,2025,Rs/Quintal
Barshi,3,Tonnes,NR,Other,1900,2250,2150,Rs/Quintal
Beed,2,Tonnes,NR,Other,1901,2300,2000,Rs/Quintal
Dondaicha(Sindhkheda),1,Tonnes,NR,Other,1214,1535,1251,Rs/Quintal
Gevrai,NR,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Kannad,1,Tonnes,NR,Other,1750,1850,1800,Rs/Quintal
Lasur Station,3,Tonnes,NR,Other,1475,2040,1600,Rs/Quintal
Majalgaon,1,Tonnes,NR,Other,1200,2400,2100,Rs/Quintal
Malegaon,6,Tonnes,NR,Other,1460,2040,1915,Rs/Quintal
Mumbai,3,Tonnes,NR,Other,1700,2500,2200,Rs/Quintal
Nandgaon,1,Tonnes,NR,Other,1854,2150,2150,Rs/Quintal
Pachora,4,Tonnes,NR,Other,1500,1830,1651,Rs/Quintal
Paithan,NR,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Parali Vaijyanath,1,Tonnes,NR,Other,1700,2021,1860,Rs/Quintal
Rahuri(Vambori),NR,Tonnes,NR,Other,1780,1780,1780,Rs/Quintal
Vaduj,2,Tonnes,NR,Other,1950,2000,1975,Rs/Quintal
Vaijpur,1,Tonnes,NR,Other,1400,2451,1850,Rs/Quintal
Yeola,NR,Tonnes,NR,Other,1856,2076,1856,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,8.7,Tonnes,NR,Deshi,1621,1790,1705,Rs/Quintal
Narela,3.4,Tonnes,NR,Deshi,1625,1821,1700,Rs/Quintal
Rajasthan,,,,,,,,
Alwar,42.6,Tonnes,NR,Other,1650,1670,1660,Rs/Quintal
Bandikui,61.1,Tonnes,NR,Other,1600,1728,1664,Rs/Quintal
Bayana,150.9,Tonnes,NR,Other,1660,1706,1680,Rs/Quintal
Chaksu,44.1,Tonnes,NR,Other,1650,1816,1700,Rs/Quintal
Dausa,73,Tonnes,NR,Other,1661,1795,1728,Rs/Quintal
Degana,5,Tonnes,NR,Other,1500,1650,1575,Rs/Quintal
Deoli,5.9,Tonnes,NR,Other,1660,1725,1693,Rs/Quintal
Dholpur,42,Tonnes,NR,Other,1680,1740,1710,Rs/Quintal
Fatehpur,2.5,Tonnes,NR,Other,1650,1650,1650,Rs/Quintal
Gangapur City,54.5,Tonnes,NR,Other,1640,1716,1678,Rs/Quintal
Hindoun,67.4,Tonnes,NR,Other,1653,1757,1705,Rs/Quintal
Jhunjhunu,24,Tonnes,NR,Other,1650,1660,1650,Rs/Quintal
Jodhpur (Grain)(Mandor),1,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Jodhpur(Grain)(Phalodi),5,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Kama,4,Tonnes,NR,Other,1600,1625,1613,Rs/Quintal
Kekri,11,Tonnes,NR,Other,1160,1570,1325,Rs/Quintal
Khedh(Bodaramev),28,Tonnes,NR,Other,1701,1707,1705,Rs/Quintal
Kherli,67.5,Tonnes,NR,Other,1600,1760,1678,Rs/Quintal
Kishan Renwal(Fulera),2,Tonnes,NR,Other,1670,1670,1670,Rs/Quintal
Kishan Renwal(Sambhar),48.2,Tonnes,NR,Other,1640,1640,1640,Rs/Quintal
Kishangarh Renwal,22.4,Tonnes,NR,Other,1525,1560,1542,Rs/Quintal
Kota,3,Tonnes,NR,Other,1672,1699,1685,Rs/Quintal
Kotputli,4,Tonnes,NR,Local,1600,1700,1650,Rs/Quintal
Lalsot,5,Tonnes,NR,Other,1560,1735,1700,Rs/Quintal
Madanganj Kishanganj,18.1,Tonnes,NR,Other,1300,1650,1475,Rs/Quintal
Mahua Mandabar(Mahua),76.8,Tonnes,NR,Other,1570,1699,1635,Rs/Quintal
Malpura,24.2,Tonnes,NR,Other,1670,1700,1680,Rs/Quintal
Nawalgarh,3.1,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Neem Ka Thana,22.7,Tonnes,NR,Deshi,1610,1680,1675,Rs/Quintal
Niwai,7.2,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Sadulpur,2,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Sardar Shahar,17.3,Tonnes,NR,Other,1501,1520,1520,Rs/Quintal
Sawai Madhopur,14.8,Tonnes,NR,Other,1584,1705,1651,Rs/Quintal
Sikar,2.9,Tonnes,NR,Other,1650,1725,1687,Rs/Quintal
Sri Madhopur,42.8,Tonnes,NR,Other,1620,1728,1674,Rs/Quintal
Sujangarh(Churu),1.5,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Tonk,4.2,Tonnes,NR,Deshi,1638,1693,1640,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,2,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Agra,37,Tonnes,NR,Deshi,1600,1630,1610,Rs/Quintal
Ajuha,2.5,Tonnes,NR,Deshi,1350,1400,1375,Rs/Quintal
Aliganj,56,Tonnes,NR,Deshi,1400,1600,1500,Rs/Quintal
Aligarh,20,Tonnes,NR,Hybrid,1600,1640,1620,Rs/Quintal
Anoop Shahar,55,Tonnes,NR,Hybrid,1520,1540,1530,Rs/Quintal
Atrauli,3,Tonnes,NR,Hybrid,1410,1430,1420,Rs/Quintal
Auraiya,280,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Awagarh,10,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Badayoun,15,Tonnes,NR,Deshi,1580,1760,1675,Rs/Quintal
Bhehjoi,9,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Bilsi,50,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Charra,47.5,Tonnes,NR,Hybrid,1530,1625,1580,Rs/Quintal
Choubepur,8.5,Tonnes,NR,Deshi,1550,1620,1585,Rs/Quintal
Dibiapur,35.1,Tonnes,NR,Hybrid,1450,1550,1500,Rs/Quintal
Divai,7,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Etah,190,Tonnes,NR,Hybrid,1550,1630,1600,Rs/Quintal
Etawah,2,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Fatehabad,15,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,4.5,Tonnes,NR,Deshi,1580,1640,1610,Rs/Quintal
Ganjdudwara,25.3,Tonnes,NR,Local,1330,1370,1350,Rs/Quintal
Haathras,15,Tonnes,NR,Hybrid,1600,1630,1615,Rs/Quintal
Jagnair,12,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Jalaun,2,Tonnes,NR,Deshi,1580,1640,1604,Rs/Quintal
Jangipura,6.8,Tonnes,NR,Deshi,1500,1580,1540,Rs/Quintal
Jasvantnagar,15,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kalpi,35.5,Tonnes,NR,Other,1510,1530,1520,Rs/Quintal
Kanpur(Grain),70,Tonnes,NR,Deshi,1500,1600,1560,Rs/Quintal
Kasganj,110,Tonnes,NR,Hybrid,1580,1630,1610,Rs/Quintal
Kayamganj,14,Tonnes,NR,Hybrid,1540,1560,1550,Rs/Quintal
Khair,15,Tonnes,NR,Hybrid,1530,1620,1580,Rs/Quintal
Kurara,49.95,Tonnes,NR,Local,1450,1550,1500,Rs/Quintal
Madhogarh,60,Tonnes,NR,Bold,1600,1641,1620,Rs/Quintal
Rura,21,Tonnes,NR,Deshi,1200,1400,1300,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1610,1630,1620,Rs/Quintal
Shikohabad,70,Tonnes,NR,Hybrid,1640,1660,1650,Rs/Quintal
Sikandraraau,18,Tonnes,NR,Deshi,1065,1220,1180,Rs/Quintal
Sirsaganj,38,Tonnes,NR,Hybrid,1600,1680,1640,Rs/Quintal
Tundla,24,Tonnes,NR,Deshi,1480,1620,1560,Rs/Quintal
Ujhani,35,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Katni,2.3,Tonnes,NR,Other,1700,1721,1711,Rs/Quintal
Rewa,1,Tonnes,NR,Other,1747,1828,1787,Rs/Quintal
Tikamgarh,30,Tonnes,NR,Other,1600,1809,1625,Rs/Quintal
Rajasthan,,,,,,,,
Bandikui,0.1,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Chaksu,0.1,Tonnes,NR,Other,1631,1631,1631,Rs/Quintal
Dausa,0.4,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Deoli,0.3,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Kishan Renwal(Sambhar),0.2,Tonnes,NR,Other,1825,1825,1825,Rs/Quintal
Sriganganagar,2.5,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.3,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Agra,21,Tonnes,NR,Dara,1790,1830,1810,Rs/Quintal
Aligarh,15,Tonnes,NR,Dara,1770,1810,1790,Rs/Quintal
Allahabad,2.5,Tonnes,NR,Dara,1550,1650,1600,Rs/Quintal
Azamgarh,2,Tonnes,NR,Dara,1670,1690,1680,Rs/Quintal
Barhaj,5,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Choubepur,1.9,Tonnes,NR,Dara,1740,1820,1780,Rs/Quintal
Etawah,2.5,Tonnes,NR,Dara,1860,1950,1910,Rs/Quintal
Faizabad,1.2,Tonnes,NR,Dara,1670,1700,1680,Rs/Quintal
Fatehabad,12,Tonnes,NR,Dara,1700,1750,1720,Rs/Quintal
Fatehpur Sikri,0.3,Tonnes,NR,Dara,1620,1670,1645,Rs/Quintal
Jagnair,2,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Dara,1900,1980,1960,Rs/Quintal
Jangipura,9,Tonnes,NR,Dara,1630,1670,1650,Rs/Quintal
Jhansi,12,Tonnes,NR,Dara,1400,1500,1465,Rs/Quintal
Jhijhank,0.6,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kanpur(Grain),50,Tonnes,NR,Dara,1800,1900,1840,Rs/Quintal
Karvi,1,Tonnes,NR,Dara,1650,1700,1675,Rs/Quintal
Kasganj,1.8,Tonnes,NR,Dara,1700,1750,1730,Rs/Quintal
Kopaganj,4.2,Tonnes,NR,Dara,1625,1725,1685,Rs/Quintal
Mahoba,2.5,Tonnes,NR,Dara,1650,1700,1680,Rs/Quintal
Mau,4.2,Tonnes,NR,Dara,1625,1725,1685,Rs/Quintal
Mauranipur,1.2,Tonnes,NR,Dara,1500,1600,1540,Rs/Quintal
Meerut,1.2,Tonnes,NR,Dara,1875,2000,1925,Rs/Quintal
Muzzafarnagar,3,Tonnes,NR,Dara,1430,1740,1730,Rs/Quintal
Raath,4,Tonnes,NR,Dara,1700,1750,1725,Rs/Quintal
Rura,2.5,Tonnes,NR,Dara,1250,1400,1300,Rs/Quintal
Saharanpur,1,Tonnes,NR,Dara,1700,1750,1730,Rs/Quintal
Samsabad,4,Tonnes,NR,Dara,1700,1750,1725,Rs/Quintal
Sehjanwa,0.9,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shikohabad,0.4,Tonnes,NR,Dara,1940,1960,1950,Rs/Quintal
Varanasi(Grain),17,Tonnes,NR,Dara,1665,1710,1685,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Hubli (Amaragol),1,Tonnes,NR,Other,2950,2950,2950,Rs/Quintal
Lingasugur,36,Tonnes,NR,Navane Hybrid,2875,2875,2875,Rs/Quintal
Tamil Nadu,,,,,,,,
Virudhunagar,5,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1850,2430,1950,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1800,1900,1850,Rs/Quintal
Gujarat,,,,,,,,
Bachau,0.8,Tonnes,NR,Local,2500,2850,2750,Rs/Quintal
Botad,0.6,Tonnes,NR,Other,3410,3410,3410,Rs/Quintal
Dahod,1.5,Tonnes,NR,Jowar ( White),1300,1700,1600,Rs/Quintal
Dhrol,0.1,Tonnes,NR,Other,2000,2105,2055,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1700,2100,1900,Rs/Quintal
Mandvi,0.02,Tonnes,NR,Other,1350,1350,1350,Rs/Quintal
Mangrol,3.3,Tonnes,NR,Jowar ( White),2500,3250,3000,Rs/Quintal
Morbi,0.2,Tonnes,NR,Jowar ( White),2940,3100,3020,Rs/Quintal
Palanpur,7,Tonnes,NR,Other,3855,4855,4355,Rs/Quintal
Patan,0.3,Tonnes,NR,Other,2550,3100,2825,Rs/Quintal
Rajkot,4,Tonnes,NR,Jowar ( White),2650,3285,3000,Rs/Quintal
Rajula,1,Tonnes,NR,Local,3500,4100,3800,Rs/Quintal
Rapar,0.6,Tonnes,NR,Jowar ( White),3030,3095,3075,Rs/Quintal
S.Mandvi,0.02,Tonnes,NR,Other,1350,1350,1350,Rs/Quintal
Siddhpur,1.9,Tonnes,NR,Jowar ( White),4185,4750,4467,Rs/Quintal
Vankaner,0.1,Tonnes,NR,Other,3080,4005,3090,Rs/Quintal
Vyra,0.2,Tonnes,NR,Jowar ( White),2000,2450,2225,Rs/Quintal
Karnataka,,,,,,,,
Basava Kalayana,4,Tonnes,NR,Hybrid,1550,1700,1600,Rs/Quintal
,,,NR,Jowar ( White),2200,2800,2600,Rs/Quintal
,,,NR,Jowar (Yellow),3500,4500,4200,Rs/Quintal
Belgaum,NR,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
Bidar,18,Tonnes,NR,Jowar ( White),3000,3800,3300,Rs/Quintal
Gulbarga,21,Tonnes,NR,Jowar ( White),2212,3208,2712,Rs/Quintal
Hubli (Amaragol),11,Tonnes,NR,Jowar ( White),1709,2246,2069,Rs/Quintal
Laxmeshwar,1,Tonnes,NR,Jowar ( White),1170,2315,1849,Rs/Quintal
Madhya Pradesh,,,,,,,,
Khargone,0.8,Tonnes,NR,Other,1801,1801,1801,Rs/Quintal
Lahar,23.6,Tonnes,NR,Other,1565,2676,1583,Rs/Quintal
Lashkar,3.7,Tonnes,NR,Jowar ( White),1640,1750,1735,Rs/Quintal
,,,NR,Other,3010,3675,3410,Rs/Quintal
Maharashtra,,,,,,,,
Ahmedpur,4,Tonnes,NR,Other,1150,2300,1725,Rs/Quintal
Akola,4,Tonnes,NR,Other,1600,1950,1800,Rs/Quintal
Akot,5,Tonnes,NR,Other,1756,1877,1800,Rs/Quintal
Amarawati,11,Tonnes,NR,Other,2100,2500,2300,Rs/Quintal
Anajngaon,3,Tonnes,NR,Other,1600,1850,1700,Rs/Quintal
Aurad Shahajani,1,Tonnes,NR,Other,1200,1450,1325,Rs/Quintal
Aurangabad,NR,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Beed,1,Tonnes,NR,Other,1502,2421,2100,Rs/Quintal
Bhokar,1,Tonnes,NR,Other,1460,1871,1666,Rs/Quintal
Bhusaval,2,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Deoulgaon Raja,NR,Tonnes,NR,Other,2301,2514,2511,Rs/Quintal
Dondaicha(Sindhkheda),3,Tonnes,NR,Other,1500,3200,1591,Rs/Quintal
Gangapur,1,Tonnes,NR,Other,2650,2775,2760,Rs/Quintal
Gevrai,NR,Tonnes,NR,Red,1800,2450,2250,Rs/Quintal
Jamkhed,10,Tonnes,NR,Other,2800,3400,3100,Rs/Quintal
Jintur,NR,Tonnes,NR,Other,2500,2570,2500,Rs/Quintal
Jintur(Bori),NR,Tonnes,NR,Red,2525,2525,2525,Rs/Quintal
Kalamb(Osmanabad),1,Tonnes,NR,Jowar ( White),2251,2600,2300,Rs/Quintal
,,,NR,Jowar (Yellow),4250,4426,4300,Rs/Quintal
Khamgaon,2,Tonnes,NR,Other,1450,1800,1625,Rs/Quintal
Kopargaon,NR,Tonnes,NR,Other,1484,1484,1484,Rs/Quintal
Lasur Station,4,Tonnes,NR,Other,2000,2600,2300,Rs/Quintal
Majalgaon,NR,Tonnes,NR,Red,3100,3100,3100,Rs/Quintal
Malegaon,NR,Tonnes,NR,Jowar ( White),1000,2526,2400,Rs/Quintal
Malkapur,8,Tonnes,NR,Other,1640,1870,1715,Rs/Quintal
Morshi,5,Tonnes,NR,Other,1850,1950,1900,Rs/Quintal
Mumbai,146,Tonnes,NR,Other,2200,4000,3300,Rs/Quintal
Murim,NR,Tonnes,NR,Jowar ( White),1800,2000,1900,Rs/Quintal
Nanded,1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Nandura,4,Tonnes,NR,Other,1475,1776,1776,Rs/Quintal
Nilanga,2,Tonnes,NR,Other,1300,1800,1700,Rs/Quintal
Pachora,1,Tonnes,NR,Jowar ( White),1590,1761,1651,Rs/Quintal
,,,NR,Other,1600,1960,1811,Rs/Quintal
Parali Vaijyanath,1,Tonnes,NR,Jowar (Yellow),4051,4511,4281,Rs/Quintal
,,,NR,Other,1050,1651,1350,Rs/Quintal
Patur,1,Tonnes,NR,Other,1300,1900,1520,Rs/Quintal
Pune,67,Tonnes,NR,Other,4000,4500,4275,Rs/Quintal
Rahuri(Vambori),NR,Tonnes,NR,Other,2251,2251,2251,Rs/Quintal
Raver,3,Tonnes,NR,Other,1577,1775,1675,Rs/Quintal
Sangrampur(Varvatbakal),1,Tonnes,NR,Other,1400,1900,1600,Rs/Quintal
Shegaon,2,Tonnes,NR,Other,1350,1750,1685,Rs/Quintal
Shevgaon,2,Tonnes,NR,Other,2000,2600,2600,Rs/Quintal
Shevgaon(Bodhegaon),1,Tonnes,NR,Other,2000,2100,2100,Rs/Quintal
Tasgaon,2,Tonnes,NR,Other,1810,1960,1900,Rs/Quintal
Telhara,6,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Tuljapur,1,Tonnes,NR,Jowar ( White),2583,2925,2700,Rs/Quintal
Ulhasnagar,8,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Vaduj,30,Tonnes,NR,Other,2800,2900,2850,Rs/Quintal
Vaijpur,NR,Tonnes,NR,Other,2400,2402,2401,Rs/Quintal
Washim,1,Tonnes,NR,Other,1150,1600,1500,Rs/Quintal
Rajasthan,,,,,,,,
Bijay Nagar,3.5,Tonnes,NR,Other,1766,1832,1790,Rs/Quintal
Degana,5,Tonnes,NR,Jowar ( White),2000,2000,2000,Rs/Quintal
Deoli,0.4,Tonnes,NR,Other,2550,2750,2650,Rs/Quintal
Fatehnagar,4.7,Tonnes,NR,Jowar Hybrid,1633,1645,1633,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),1,Tonnes,NR,Other,2100,2200,2150,Rs/Quintal
Kekri,370,Tonnes,NR,Jowar ( White),1970,2830,2650,Rs/Quintal
Khedh(Bodaramev),1.4,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Kherli,1.6,Tonnes,NR,Other,2000,2120,2100,Rs/Quintal
Kishan Renwal(Sambhar),0.1,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Madanganj Kishanganj,24.9,Tonnes,NR,Other,1800,2400,2100,Rs/Quintal
Malpura,11.1,Tonnes,NR,Other,2270,2761,2400,Rs/Quintal
Merta City,0.2,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Tonk,1.2,Tonnes,NR,Jowar ( White),2660,2699,2675,Rs/Quintal
Tamil Nadu,,,,,,,,
Usilampatty,24.3,Tonnes,NR,Local,3000,3100,3050,Rs/Quintal
Uttar Pradesh,,,,,,,,
Bharuasumerpur,160,Tonnes,NR,Jowar ( White),2500,3100,2800,Rs/Quintal
Kanpur(Grain),80,Tonnes,NR,Red,1800,1880,1835,Rs/Quintal
Rura,9,Tonnes,NR,Annigeri,1300,1400,1350,Rs/Quintal
Kodo Millet(Varagu),,,,,,,,
Chattisgarh,,,,,,,,
Manendragarh,11.2,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Munguli,0.3,Tonnes,NR,Varagu,2000,2000,2000,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bichhiya,32.7,Tonnes,NR,Other,1900,2000,2000,Rs/Quintal
Maize,,,,,,,,
Andhra Pradesh,,,,,,,,
Kurnool,1.2,Tonnes,NR,Local,1230,1700,1230,Rs/Quintal
Chattisgarh,,,,,,,,
Bandhabazar,13,Tonnes,NR,Other,1775,1775,1775,Rs/Quintal
Boraee,1.6,Tonnes,NR,Medium,1400,1400,1400,Rs/Quintal
Chhinari,34,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Devbhog,56.7,Tonnes,NR,Local,1350,1350,1350,Rs/Quintal
Dhanora,575.7,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Kondagoan,15,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Manendragarh,1,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Nagari,19,Tonnes,NR,Medium,1500,1500,1500,Rs/Quintal
Narayanpur,12,Tonnes,NR,Medium,1400,1500,1450,Rs/Quintal
Pharasgaon,54,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Sambalpur,30,Tonnes,NR,Hybrid/Local,1400,1500,1450,Rs/Quintal
Gujarat,,,,,,,,
Dahod,262.2,Tonnes,NR,White (SAFED),1760,1800,1775,Rs/Quintal
,,,NR,Yellow,1840,1875,1850,Rs/Quintal
Himatnagar,2,Tonnes,NR,Yellow,1500,1900,1700,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1450,1650,1550,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Jasdan,0.2,Tonnes,NR,Hybrid/Local,1500,1825,1750,Rs/Quintal
Jhalod,5.4,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
