"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Junagadh,0.1,Tonnes,NR,Bold,1890,1890,1890,Rs/Quintal
Kapadvanj,1.6,Tonnes,NR,Hybrid,1575,1800,1687,Rs/Quintal
Khambhat(Grain Market),1,Tonnes,NR,Other,1840,1900,1880,Rs/Quintal
Mahuva(Station Road),0.8,Tonnes,NR,Hybrid,1605,3090,2125,Rs/Quintal
Mangrol,25.8,Tonnes,NR,Hybrid,1625,1750,1700,Rs/Quintal
Mansa,0.01,Tonnes,NR,Deshi,1910,1910,1910,Rs/Quintal
Mehsana,0.8,Tonnes,NR,Local,1500,2060,1900,Rs/Quintal
Mehsana(Jornang),1.7,Tonnes,NR,Local,1900,1995,1950,Rs/Quintal
Palanpur,10,Tonnes,NR,Deshi,1750,1900,1825,Rs/Quintal
Patan,16.2,Tonnes,NR,Other,1700,1845,1775,Rs/Quintal
Rajkot,2.5,Tonnes,NR,Deshi,1400,1890,1700,Rs/Quintal
Savli,0.26,Tonnes,NR,Deshi,1650,1700,1675,Rs/Quintal
Siddhpur,9.31,Tonnes,NR,Deshi,1550,1865,1707,Rs/Quintal
Talod,30.9,Tonnes,NR,Other,1625,1860,1743,Rs/Quintal
Thara,16.4,Tonnes,NR,Other,1800,1950,1875,Rs/Quintal
Tharad,6,Tonnes,NR,Deshi,1750,1850,1800,Rs/Quintal
Thasara,30,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Thasara(Dokar),35,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Umreth,8.7,Tonnes,NR,Deshi,1750,1825,1820,Rs/Quintal
Vadgam,1,Tonnes,NR,Hybrid,1725,1905,1815,Rs/Quintal
Vadodara,3,Tonnes,NR,Other,1850,1950,1950,Rs/Quintal
Visnagar,14,Tonnes,NR,Other,1605,1970,1787,Rs/Quintal
Haryana,,,,,,,,
Farukh Nagar,1,Tonnes,NR,Other,1525,1525,1525,Rs/Quintal
Karnataka,,,,,,,,
Bagalakot,1,Tonnes,NR,Hybrid,1425,1583,1487,Rs/Quintal
Bangalore,3,Tonnes,NR,Hybrid,2000,2400,2200,Rs/Quintal
Gulbarga,20,Tonnes,NR,Local,1675,2025,1925,Rs/Quintal
H.B. Halli,224,Tonnes,NR,Hybrid,1600,1850,1700,Rs/Quintal
Kottur,1,Tonnes,NR,Hybrid,1626,1641,1626,Rs/Quintal
Kustagi,70,Tonnes,NR,Hybrid,1630,1630,1630,Rs/Quintal
Lingasugur,17,Tonnes,NR,Hybrid,1560,1560,1560,Rs/Quintal
Rona,3,Tonnes,NR,Hybrid,1666,1742,1673,Rs/Quintal
Madhya Pradesh,,,,,,,,
Kailaras,4.3,Tonnes,NR,Deshi,1607,1611,1609,Rs/Quintal
Lahar,11.5,Tonnes,NR,Other,1554,1586,1568,Rs/Quintal
Lashkar,5,Tonnes,NR,Deshi,1625,1650,1625,Rs/Quintal
Morena,5.9,Tonnes,NR,Deshi,1650,1659,1656,Rs/Quintal
Sabalgarh,1.1,Tonnes,NR,Deshi,1580,1580,1580,Rs/Quintal
Maharashtra,,,,,,,,
Amalner,2,Tonnes,NR,Other,1500,1760,1760,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,1900,2150,2025,Rs/Quintal
Ambad (Vadigodri),3,Tonnes,NR,Other,1500,2200,1975,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,1350,1350,1350,Rs/Quintal
Beed,NR,Tonnes,NR,Other,1320,1901,1500,Rs/Quintal
Chalisgaon,2,Tonnes,NR,Other,1300,1900,1800,Rs/Quintal
Chopada,NR,Tonnes,NR,Other,1611,1611,1611,Rs/Quintal
Devala,1,Tonnes,NR,Other,1855,2110,2060,Rs/Quintal
Dhule,1,Tonnes,NR,Other,1251,2301,2250,Rs/Quintal
Dondaicha,NR,Tonnes,NR,Other,1340,1927,1850,Rs/Quintal
Dondaicha(Sindhkheda),NR,Tonnes,NR,Other,1130,1130,1130,Rs/Quintal
Gangapur,1,Tonnes,NR,Other,1400,1855,1400,Rs/Quintal
Gevrai,1,Tonnes,NR,Other,1700,1860,1706,Rs/Quintal
Jalana,6,Tonnes,NR,Other,1400,2240,2100,Rs/Quintal
Kalamb(Osmanabad),NR,Tonnes,NR,Other,2311,2311,2311,Rs/Quintal
Kalvan,1,Tonnes,NR,Other,1600,2050,1900,Rs/Quintal
Kille Dharur,NR,Tonnes,NR,Other,3200,3200,3200,Rs/Quintal
Kopargaon,1,Tonnes,NR,Other,1505,1800,1758,Rs/Quintal
Malegaon,7,Tonnes,NR,Other,1300,2001,1921,Rs/Quintal
Manmad,2,Tonnes,NR,Other,1741,1917,1891,Rs/Quintal
Mumbai,117,Tonnes,NR,Other,1800,2600,2300,Rs/Quintal
Nandgaon,1,Tonnes,NR,Other,1701,1916,1903,Rs/Quintal
Nandurbar,1,Tonnes,NR,Other,1500,1986,1725,Rs/Quintal
Pachora,3,Tonnes,NR,Other,1551,1800,1711,Rs/Quintal
Paithan,1,Tonnes,NR,Other,1401,1900,1800,Rs/Quintal
Parali Vaijyanath,NR,Tonnes,NR,Other,1050,1950,1500,Rs/Quintal
Rahuri,NR,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Rahuri(Vambori),1,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Shahada,1,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Shirpur,3,Tonnes,NR,Other,1837,1946,1901,Rs/Quintal
Taloda,1,Tonnes,NR,Other,1671,1801,1750,Rs/Quintal
Ulhasnagar,12,Tonnes,NR,Other,2000,2300,2150,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,3.4,Tonnes,NR,Deshi,1500,1700,1600,Rs/Quintal
Narela,0.3,Tonnes,NR,Deshi,1660,1660,1660,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer (Grain),2.5,Tonnes,NR,Other,1390,1390,1390,Rs/Quintal
Alwar,27.8,Tonnes,NR,Other,1595,1625,1605,Rs/Quintal
Anoopgarh,4.3,Tonnes,NR,Other,1640,1661,1651,Rs/Quintal
Bayana,95.8,Tonnes,NR,Other,1570,1620,1600,Rs/Quintal
Bharatpur,35,Tonnes,NR,Local,1560,1635,1598,Rs/Quintal
Chaksu,13.6,Tonnes,NR,Other,1600,1836,1650,Rs/Quintal
Chirwa,2,Tonnes,NR,Other,1610,1610,1610,Rs/Quintal
Chomu,22,Tonnes,NR,Other,1500,1581,1530,Rs/Quintal
Dausa,361.6,Tonnes,NR,Other,1602,1744,1673,Rs/Quintal
Deeg,0.4,Tonnes,NR,Other,1591,1591,1591,Rs/Quintal
Degana,1.5,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Deoli,5.8,Tonnes,NR,Other,1584,1615,1600,Rs/Quintal
Dholpur,25,Tonnes,NR,Other,1690,1750,1720,Rs/Quintal
Fatehpur,11,Tonnes,NR,Other,1550,1625,1600,Rs/Quintal
Gajsinghpur,0.3,Tonnes,NR,Other,1634,1634,1634,Rs/Quintal
Gangapur City,24.5,Tonnes,NR,Other,1580,1671,1625,Rs/Quintal
Gangapurcity(Old Lal mandi),6.2,Tonnes,NR,Other,1536,1551,1544,Rs/Quintal
Hindoun,47.6,Tonnes,NR,Other,1591,1721,1656,Rs/Quintal
Jodhpur (Grain)(Mandor),0.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),4.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Kama,5,Tonnes,NR,Other,1566,1585,1575,Rs/Quintal
Kekri,26.5,Tonnes,NR,Other,1360,1650,1425,Rs/Quintal
Khairthal,188.3,Tonnes,NR,Other,1580,1620,1600,Rs/Quintal
Khedh(Bodaramev),12.5,Tonnes,NR,Other,1614,1651,1616,Rs/Quintal
Khedli(laxmangarh),14.3,Tonnes,NR,Other,1605,1690,1650,Rs/Quintal
Kherli,55.5,Tonnes,NR,Other,1500,1810,1670,Rs/Quintal
Kishan Renwal(Sambhar),15.6,Tonnes,NR,Other,1525,1525,1525,Rs/Quintal
Kishangarh Renwal,27.2,Tonnes,NR,Other,1575,1600,1587,Rs/Quintal
Kota,2,Tonnes,NR,Other,1675,1675,1675,Rs/Quintal
Kotputli,10.1,Tonnes,NR,Local,1500,1700,1600,Rs/Quintal
Kuchaman City,27.5,Tonnes,NR,Other,1575,1635,1610,Rs/Quintal
Lalsot(Mandabari),18.6,Tonnes,NR,Other,1560,1732,1646,Rs/Quintal
Madanganj Kishanganj,10.2,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Mahua Mandabar(Mahua),60.2,Tonnes,NR,Other,1562,1638,1599,Rs/Quintal
Mahuwa Mandawar,26,Tonnes,NR,Other,1540,1681,1560,Rs/Quintal
Nadwai,22.5,Tonnes,NR,Other,1550,1695,1620,Rs/Quintal
Nagar,2,Tonnes,NR,Other,1550,1600,1570,Rs/Quintal
Nawalgarh,9,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Niwai,16.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Raisingh Nagar,1,Tonnes,NR,Other,1638,1638,1638,Rs/Quintal
Sanchor,1.95,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Sardar Shahar,25,Tonnes,NR,Other,1680,1780,1780,Rs/Quintal
Sawai Madhopur,2.5,Tonnes,NR,Other,1525,1693,1660,Rs/Quintal
Sikar,6.8,Tonnes,NR,Other,1550,1611,1580,Rs/Quintal
Sri Madhopur,94.4,Tonnes,NR,Other,1600,1680,1640,Rs/Quintal
Surajgarh,8,Tonnes,NR,Other,1650,1650,1650,Rs/Quintal
Tonk,3.8,Tonnes,NR,Deshi,1550,1614,1582,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,70,Tonnes,NR,Bold,1400,1500,1450,Rs/Quintal
Achnera,2.5,Tonnes,NR,Deshi,1560,1640,1600,Rs/Quintal
Agra,29,Tonnes,NR,Deshi,1540,1580,1560,Rs/Quintal
Ajuha,1.5,Tonnes,NR,Deshi,1360,1400,1385,Rs/Quintal
Aliganj,60.5,Tonnes,NR,Deshi,1400,1500,1450,Rs/Quintal
Aligarh,14,Tonnes,NR,Hybrid,1570,1610,1590,Rs/Quintal
Anoop Shahar,50,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Atrauli,5,Tonnes,NR,Hybrid,1380,1400,1390,Rs/Quintal
Auraiya,8,Tonnes,NR,Hybrid,1600,1700,1670,Rs/Quintal
Awagarh,20,Tonnes,NR,Hybrid,1550,1670,1600,Rs/Quintal
Badayoun,13,Tonnes,NR,Deshi,1600,1800,1660,Rs/Quintal
Bangarmau,23,Tonnes,NR,Hybrid,1350,1400,1375,Rs/Quintal
Bilsi,21,Tonnes,NR,Hybrid,1580,1650,1600,Rs/Quintal
Charra,45,Tonnes,NR,Hybrid,1560,1650,1610,Rs/Quintal
Choubepur,4,Tonnes,NR,Deshi,1520,1600,1560,Rs/Quintal
Dibiapur,16.5,Tonnes,NR,Hybrid,1450,1550,1500,Rs/Quintal
Divai,9,Tonnes,NR,Hybrid,1480,1500,1490,Rs/Quintal
Etawah,5,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Fatehabad,17,Tonnes,NR,Deshi,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,3.5,Tonnes,NR,Deshi,1540,1580,1560,Rs/Quintal
Firozabad,3.5,Tonnes,NR,Deshi,1640,1650,1645,Rs/Quintal
Ganjdudwara,33,Tonnes,NR,Local,1320,1350,1340,Rs/Quintal
Haathras,8,Tonnes,NR,Hybrid,1600,1630,1610,Rs/Quintal
Jagnair,13,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Jalaun,4.2,Tonnes,NR,Deshi,1500,1540,1511,Rs/Quintal
Jarar,30,Tonnes,NR,Deshi,1520,1580,1540,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kalpi,21,Tonnes,NR,Other,1500,1550,1525,Rs/Quintal
Kamlaganj,21,Tonnes,NR,Hybrid,1500,1610,1550,Rs/Quintal
Kanpur(Grain),80,Tonnes,NR,Deshi,1500,1600,1540,Rs/Quintal
Kasganj,300,Tonnes,NR,Hybrid,1590,1630,1620,Rs/Quintal
Kayamganj,14,Tonnes,NR,Hybrid,1510,1530,1520,Rs/Quintal
Khair,20,Tonnes,NR,Hybrid,1540,1620,1580,Rs/Quintal
Khairagarh,14,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Kishunpur,34,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Kurara,3,Tonnes,NR,Local,1450,1550,1500,Rs/Quintal
Rura,12,Tonnes,NR,Hybrid,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1460,1470,1465,Rs/Quintal
Shikohabad,65,Tonnes,NR,Hybrid,1520,1540,1530,Rs/Quintal
Sirsaganj,22.5,Tonnes,NR,Hybrid,1600,1650,1625,Rs/Quintal
Tundla,32,Tonnes,NR,Deshi,1450,1570,1550,Rs/Quintal
Ujhani,9,Tonnes,NR,Hybrid,1500,1600,1560,Rs/Quintal
Varipaal,2,Tonnes,NR,Deshi,1300,1440,1400,Rs/Quintal
Visoli,135,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Barley (Jau),,,,,,,,
Gujarat,,,,,,,,
Dahod,0.8,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Madhya Pradesh,,,,,,,,
Katni,0.3,Tonnes,NR,Other,1620,1620,1620,Rs/Quintal
Neemuch,2.5,Tonnes,NR,Deshi,1701,1952,1861,Rs/Quintal
Rewa,0.3,Tonnes,NR,Other,1671,1671,1671,Rs/Quintal
Rajasthan,,,,,,,,
Chaksu,0.2,Tonnes,NR,Other,1711,1711,1711,Rs/Quintal
Dausa,0.9,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Khairthal,6.1,Tonnes,NR,Other,1700,1800,1740,Rs/Quintal
Kishan Renwal(Sambhar),0.2,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Kota,3.5,Tonnes,NR,Other,1721,1791,1750,Rs/Quintal
Nimbahera,1.5,Tonnes,NR,Other,1840,1900,1890,Rs/Quintal
Sadulshahar,0.1,Tonnes,NR,Other,1670,1670,1670,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.5,Tonnes,NR,Dara,1500,1600,1550,Rs/Quintal
Agra,11,Tonnes,NR,Dara,1770,1810,1790,Rs/Quintal
Aligarh,15,Tonnes,NR,Dara,1760,1800,1780,Rs/Quintal
Allahabad,6,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Azamgarh,1.3,Tonnes,NR,Dara,1685,1710,1700,Rs/Quintal
Ballia,3,Tonnes,NR,Dara,1400,1500,1450,Rs/Quintal
Barhaj,5,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Bharuasumerpur,5,Tonnes,NR,Other,1500,1650,1600,Rs/Quintal
Choubepur,1.2,Tonnes,NR,Dara,1740,1820,1780,Rs/Quintal
Etawah,3,Tonnes,NR,Dara,1730,1830,1780,Rs/Quintal
Faizabad,1,Tonnes,NR,Dara,1670,1695,1680,Rs/Quintal
Fatehabad,15,Tonnes,NR,Dara,1600,1650,1620,Rs/Quintal
Fatehpur Sikri,0.3,Tonnes,NR,Dara,1650,1700,1670,Rs/Quintal
Gazipur,2,Tonnes,NR,Dara,1650,1700,1670,Rs/Quintal
Hardoi,1.4,Tonnes,NR,Dara,1700,1720,1710,Rs/Quintal
Jagnair,2,Tonnes,NR,Dara,1550,1650,1600,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Dara,1900,1940,1920,Rs/Quintal
Jarar,2,Tonnes,NR,Dara,1680,1720,1700,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kanpur(Grain),75,Tonnes,NR,Dara,1775,1850,1820,Rs/Quintal
Karvi,1.5,Tonnes,NR,Dara,1615,1655,1640,Rs/Quintal
Kasganj,3,Tonnes,NR,Dara,1650,1720,1700,Rs/Quintal
Khairagarh,6,Tonnes,NR,Deshi,1550,1650,1600,Rs/Quintal
Kopaganj,4,Tonnes,NR,Dara,1625,1725,1675,Rs/Quintal
Lalitpur,20,Tonnes,NR,Dara,1700,1800,1735,Rs/Quintal
Lucknow,36,Tonnes,NR,Dara,1400,1450,1425,Rs/Quintal
Mau,4,Tonnes,NR,Dara,1625,1725,1675,Rs/Quintal
Mauranipur,1.5,Tonnes,NR,Dara,1505,1650,1605,Rs/Quintal
Meerut,4,Tonnes,NR,Dara,1700,1825,1760,Rs/Quintal
Muskara,1.5,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Muzzafarnagar,4,Tonnes,NR,Dara,1735,1775,1755,Rs/Quintal
Raath,0.5,Tonnes,NR,Dara,1750,1800,1775,Rs/Quintal
Rura,2.5,Tonnes,NR,Dara,1350,1400,1375,Rs/Quintal
Saharanpur,4,Tonnes,NR,Dara,1700,1780,1750,Rs/Quintal
Sehjanwa,0.7,Tonnes,NR,Dara,1580,1620,1600,Rs/Quintal
Shikohabad,2,Tonnes,NR,Dara,1920,1945,1935,Rs/Quintal
Varanasi(Grain),10,Tonnes,NR,Dara,1630,1670,1650,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
P.O. Uparhali Guwahati,22.5,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Bangalore,20,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Gadag,NR,Tonnes,NR,Other,2401,2536,2502,Rs/Quintal
Hosadurga,35,Tonnes,NR,Navane Hybrid,2500,2625,2550,Rs/Quintal
Kustagi,NR,Tonnes,NR,Navane Hybrid,2725,2725,2725,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1750,2430,1900,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2100,2200,2150,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1800,2000,1900,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),2000,2200,2100,Rs/Quintal
Gujarat,,,,,,,,
Bachau,1,Tonnes,NR,Local,2500,2800,2600,Rs/Quintal
Botad,2.5,Tonnes,NR,Other,3260,3395,3330,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Jamnagar,1,Tonnes,NR,Other,1500,1800,1650,Rs/Quintal
Jasdan,0.1,Tonnes,NR,Jowar ( White),3500,3500,3500,Rs/Quintal
Mandvi,0.06,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Palanpur,5,Tonnes,NR,Other,3805,4425,4115,Rs/Quintal
Patan,1,Tonnes,NR,Other,2805,4285,3550,Rs/Quintal
Rajkot,5.2,Tonnes,NR,Jowar ( White),3075,3550,3425,Rs/Quintal
Rajula,0.4,Tonnes,NR,Local,2075,3850,2963,Rs/Quintal
Rapar,0.5,Tonnes,NR,Jowar ( White),3275,3275,3275,Rs/Quintal
S.Mandvi,0.06,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Siddhpur,1.04,Tonnes,NR,Jowar ( White),3625,4225,3925,Rs/Quintal
Vadodara,8,Tonnes,NR,Other,2100,2450,2450,Rs/Quintal
Karnataka,,,,,,,,
Badami,NR,Tonnes,NR,Jowar Hybrid,1000,1300,1200,Rs/Quintal
Bangalore,17,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
Bellary,6.8,Tonnes,NR,Annigeri,1756,2365,1795,Rs/Quintal
,,,NR,Jowar Hybrid,1756,2365,1797,Rs/Quintal
Bidar,14,Tonnes,NR,Jowar ( White),3000,4100,3800,Rs/Quintal
Dharwar,24,Tonnes,NR,Jowar ( White),1000,3000,2000,Rs/Quintal
Gadag,8,Tonnes,NR,Jowar ( White),1407,2609,2129,Rs/Quintal
Gulbarga,20,Tonnes,NR,Jowar ( White),2302,3404,3152,Rs/Quintal
H.B. Halli,14,Tonnes,NR,Jowar ( White),1710,1710,1710,Rs/Quintal
Haveri,12,Tonnes,NR,Local,2500,2500,2500,Rs/Quintal
Hubli (Amaragol),1,Tonnes,NR,Jowar ( White),1751,2151,2101,Rs/Quintal
Kottur,NR,Tonnes,NR,Jowar Hybrid,1801,1801,1801,Rs/Quintal
Laxmeshwar,NR,Tonnes,NR,Jowar ( White),1616,1691,1654,Rs/Quintal
Manvi,33,Tonnes,NR,Other,1050,1950,1268,Rs/Quintal
Mysore (Bandipalya),11,Tonnes,NR,Local,2400,4400,3400,Rs/Quintal
Nargunda,13,Tonnes,NR,Jowar ( White),2400,2400,2400,Rs/Quintal
Shimoga,NR,Tonnes,NR,Jowar ( White),3000,4000,3500,Rs/Quintal
Madhya Pradesh,,,,,,,,
Burhanpur,8.2,Tonnes,NR,Jowar Hybrid,1500,1731,1600,Rs/Quintal
Ganjbasoda,18.8,Tonnes,NR,Jowar ( White),3000,3650,3600,Rs/Quintal
Guna,0.3,Tonnes,NR,Other,4030,4030,4030,Rs/Quintal
Katni,1.5,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Khargone,1.3,Tonnes,NR,Other,1731,1890,1890,Rs/Quintal
Mow,0.7,Tonnes,NR,Jowar ( White),1500,1500,1500,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,3,Tonnes,NR,Other,2450,2450,2450,Rs/Quintal
Akola,1,Tonnes,NR,Other,1900,1950,1925,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,2100,2600,2350,Rs/Quintal
Ambad (Vadigodri),3,Tonnes,NR,Other,2071,2700,2500,Rs/Quintal
Anajngaon,3,Tonnes,NR,Other,1500,1891,1700,Rs/Quintal
Aurad Shahajani,1,Tonnes,NR,Other,1250,1751,1500,Rs/Quintal
Barshi,14,Tonnes,NR,Other,2600,3800,3321,Rs/Quintal
Beed,1,Tonnes,NR,Other,2500,3000,3000,Rs/Quintal
Bhokar,NR,Tonnes,NR,Other,1710,1710,1710,Rs/Quintal
Bhusaval,NR,Tonnes,NR,Other,1625,1625,1625,Rs/Quintal
Chakur,NR,Tonnes,NR,Other,2499,3118,2499,Rs/Quintal
Chalisgaon,3,Tonnes,NR,Jowar ( White),1500,1700,1600,Rs/Quintal
Deoulgaon Raja,NR,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Dhadgaon,19,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Dharangaon,2,Tonnes,NR,Other,1665,1685,1676,Rs/Quintal
Dhule,NR,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Dondaicha,NR,Tonnes,NR,Other,1350,1600,1575,Rs/Quintal
Dondaicha(Sindhkheda),NR,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Gevrai,1,Tonnes,NR,Red,2285,2381,2300,Rs/Quintal
Jalana,40,Tonnes,NR,Other,2300,3000,2725,Rs/Quintal
Jalgaon,9,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Jamkhed,4,Tonnes,NR,Other,2900,3300,3100,Rs/Quintal
Jintur(Bori),1,Tonnes,NR,Red,2400,2500,2452,Rs/Quintal
Kaij,1,Tonnes,NR,Jowar (Yellow),4500,4700,4600,Rs/Quintal
