"Commodity-wise, Market-wise Daily Report on : 16/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Dhansura,0.5,Tonnes,NR,Hybrid,1650,1825,1750,Rs/Quintal
Gogamba(Similiya),3.3,Tonnes,NR,Other,1550,1600,1575,Rs/Quintal
Gondal,0.1,Tonnes,NR,Deshi,1705,1705,1705,Rs/Quintal
Kadi,0.6,Tonnes,NR,Deshi,1755,1755,1755,Rs/Quintal
Kapadvanj,1.7,Tonnes,NR,Hybrid,1525,1750,1637,Rs/Quintal
Khambhat(Grain Market),0.5,Tonnes,NR,Other,1900,1960,1940,Rs/Quintal
Mahuva(Station Road),26,Tonnes,NR,Hybrid,1415,2225,1875,Rs/Quintal
Mangrol,22,Tonnes,NR,Hybrid,1625,1750,1700,Rs/Quintal
Mansa,0.02,Tonnes,NR,Deshi,1395,1395,1395,Rs/Quintal
Mehsana(Jornang),1.5,Tonnes,NR,Local,2080,2115,2100,Rs/Quintal
Palanpur,11,Tonnes,NR,Deshi,1840,1915,1877,Rs/Quintal
Patan,8.4,Tonnes,NR,Other,1750,1945,1850,Rs/Quintal
Rajkot,2.2,Tonnes,NR,Deshi,1450,1850,1700,Rs/Quintal
Rajula,0.3,Tonnes,NR,Local,1605,1960,1783,Rs/Quintal
Savli,1.65,Tonnes,NR,Deshi,1650,1700,1675,Rs/Quintal
Siddhpur,11.68,Tonnes,NR,Deshi,1715,1950,1832,Rs/Quintal
Talod,15.2,Tonnes,NR,Other,1625,2045,1835,Rs/Quintal
Thara,2.3,Tonnes,NR,Other,1800,1960,1880,Rs/Quintal
Tharad,0.6,Tonnes,NR,Deshi,1800,1925,1862,Rs/Quintal
Thasara,10,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Thasara(Dokar),20,Tonnes,NR,Deshi,1500,1650,1575,Rs/Quintal
Umreth,3.3,Tonnes,NR,Deshi,1750,1800,1790,Rs/Quintal
Vadgam,4.8,Tonnes,NR,Hybrid,1905,1935,1920,Rs/Quintal
Vadodara,8.75,Tonnes,NR,Other,1850,1950,1950,Rs/Quintal
Visnagar,7.4,Tonnes,NR,Other,1625,1975,1800,Rs/Quintal
Haryana,,,,,,,,
Farukh Nagar,1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Karnataka,,,,,,,,
Bagalakot,1,Tonnes,NR,Hybrid,1581,1724,1613,Rs/Quintal
Bangalore,4,Tonnes,NR,Hybrid,2000,2400,2200,Rs/Quintal
Bellary,1,Tonnes,NR,Hybrid,1751,1951,1837,Rs/Quintal
Bijapur,1,Tonnes,NR,Hybrid,1750,1750,1750,Rs/Quintal
Gulbarga,42,Tonnes,NR,Local,1635,2002,1778,Rs/Quintal
Huliyar,NR,Tonnes,NR,Local,7000,7500,7200,Rs/Quintal
Hungund,14,Tonnes,NR,Local,1050,1400,1300,Rs/Quintal
Kottur,2,Tonnes,NR,Hybrid,1754,1758,1757,Rs/Quintal
Kustagi,50,Tonnes,NR,Hybrid,1730,1730,1730,Rs/Quintal
Lingasugur,74,Tonnes,NR,Hybrid,1670,2000,1950,Rs/Quintal
Madhya Pradesh,,,,,,,,
Ambaha,8.1,Tonnes,NR,Other,1625,1628,1627,Rs/Quintal
Guna,0.5,Tonnes,NR,Other,1780,1800,1780,Rs/Quintal
Lahar,30.1,Tonnes,NR,Other,1680,1700,1692,Rs/Quintal
Morena,23.4,Tonnes,NR,Deshi,1687,1703,1695,Rs/Quintal
Sabalgarh,3.3,Tonnes,NR,Deshi,1630,1680,1650,Rs/Quintal
Maharashtra,,,,,,,,
Akola,NR,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Amalner,2,Tonnes,NR,Other,1500,1900,1900,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,1900,2150,2025,Rs/Quintal
Ambad (Vadigodri),1,Tonnes,NR,Other,1381,2345,1500,Rs/Quintal
Beed,1,Tonnes,NR,Other,4000,4000,4000,Rs/Quintal
Chopada,NR,Tonnes,NR,Other,1836,1836,1836,Rs/Quintal
Gevrai,1,Tonnes,NR,Other,1400,1850,1600,Rs/Quintal
Jalana,5,Tonnes,NR,Other,1500,1675,1575,Rs/Quintal
Kaij,NR,Tonnes,NR,Other,1700,2300,2265,Rs/Quintal
Kannad,1,Tonnes,NR,Other,1750,1850,1800,Rs/Quintal
Lasur Station,NR,Tonnes,NR,Other,1375,1500,1500,Rs/Quintal
Majalgaon,NR,Tonnes,NR,Other,3800,3800,3800,Rs/Quintal
Mumbai,6,Tonnes,NR,Other,1700,2500,2200,Rs/Quintal
Parali Vaijyanath,NR,Tonnes,NR,Other,2950,2950,2950,Rs/Quintal
Pathardi,3,Tonnes,NR,Other,1400,2200,1900,Rs/Quintal
Rahuri(Vambori),NR,Tonnes,NR,Other,1701,1701,1701,Rs/Quintal
Sakri,1,Tonnes,NR,Other,1950,2100,2000,Rs/Quintal
Sangamner,2,Tonnes,NR,Other,1700,2000,1850,Rs/Quintal
Shevgaon,1,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Shrirampur,NR,Tonnes,NR,Other,1101,1101,1101,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer (Grain),6,Tonnes,NR,Other,1450,1450,1450,Rs/Quintal
Alwar,32.8,Tonnes,NR,Other,1655,1680,1670,Rs/Quintal
Anoopgarh,0.4,Tonnes,NR,Other,1718,1718,1718,Rs/Quintal
Bandikui,50.5,Tonnes,NR,Other,1650,1825,1738,Rs/Quintal
Bayana,111.6,Tonnes,NR,Other,1712,1763,1735,Rs/Quintal
Bhadara,8,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Bharatpur,73,Tonnes,NR,Local,1700,1735,1718,Rs/Quintal
Chaksu,81.1,Tonnes,NR,Other,1600,1883,1730,Rs/Quintal
Chomu,21.8,Tonnes,NR,Other,1600,1720,1680,Rs/Quintal
Dausa,61.7,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Deedwana(Choti Khatu),28.1,Tonnes,NR,Local,1650,1750,1700,Rs/Quintal
Deeg,2.3,Tonnes,NR,Other,1575,1630,1626,Rs/Quintal
Degana,10.8,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Deoli,4.5,Tonnes,NR,Other,1660,1710,1685,Rs/Quintal
Dholpur,24,Tonnes,NR,Other,1670,1730,1700,Rs/Quintal
Fatehpur,6,Tonnes,NR,Other,1640,1710,1680,Rs/Quintal
Gangapur City,443,Tonnes,NR,Other,1661,1761,1711,Rs/Quintal
Gangapurcity(Old Lal mandi),9,Tonnes,NR,Other,1634,1710,1672,Rs/Quintal
Jhunjhunu,9.4,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Jodhpur (Grain)(Mandor),4.4,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Kama,2,Tonnes,NR,Other,1645,1676,1660,Rs/Quintal
Kekri,25,Tonnes,NR,Other,1420,1650,1535,Rs/Quintal
Khedh(Bodaramev),20.2,Tonnes,NR,Other,1723,1744,1740,Rs/Quintal
Khedli(laxmangarh),11.3,Tonnes,NR,Other,1700,1750,1735,Rs/Quintal
Kherli,39.5,Tonnes,NR,Other,1700,1805,1730,Rs/Quintal
Kishan Renwal(Fulera),10.5,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Kishan Renwal(Sambhar),14.7,Tonnes,NR,Other,1670,1670,1670,Rs/Quintal
Kishangarh Renwal,41,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Kota,1.5,Tonnes,NR,Other,1251,1251,1251,Rs/Quintal
Kotputli,25.5,Tonnes,NR,Local,1600,1750,1700,Rs/Quintal
Lalsot,1.3,Tonnes,NR,Other,1600,1780,1735,Rs/Quintal
Lalsot(Mandabari),17.5,Tonnes,NR,Other,1631,1767,1699,Rs/Quintal
Madanganj Kishanganj,19.6,Tonnes,NR,Other,1300,1620,1460,Rs/Quintal
Mahua Mandabar(Mahua),71.2,Tonnes,NR,Other,1650,1728,1689,Rs/Quintal
Malpura,19.1,Tonnes,NR,Other,1656,1779,1730,Rs/Quintal
Nadwai,24.7,Tonnes,NR,Other,1750,1800,1770,Rs/Quintal
Nagar,1.6,Tonnes,NR,Other,1600,1650,1624,Rs/Quintal
Nawalgarh,16,Tonnes,NR,Other,1650,1750,1700,Rs/Quintal
Neem Ka Thana,25.1,Tonnes,NR,Deshi,1650,1700,1700,Rs/Quintal
Niwai,5.3,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Sadulpur,1.5,Tonnes,NR,Local,1600,1610,1605,Rs/Quintal
Sanchor,4.8,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Sawai Madhopur,2,Tonnes,NR,Other,1584,1736,1718,Rs/Quintal
Sikar,1,Tonnes,NR,Other,1650,1650,1650,Rs/Quintal
Sri Madhopur,47.8,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Sujangarh(Churu),1.5,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Sumerganj,0.4,Tonnes,NR,Other,1930,1930,1930,Rs/Quintal
Surajgarh,34,Tonnes,NR,Other,1730,1730,1730,Rs/Quintal
Tonk,5.7,Tonnes,NR,Deshi,1669,1742,1705,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,75,Tonnes,NR,Bold,1510,1515,1511,Rs/Quintal
Achnera,1.5,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Agra,32,Tonnes,NR,Deshi,1650,1700,1670,Rs/Quintal
Ajuha,1.8,Tonnes,NR,Deshi,1360,1400,1385,Rs/Quintal
Aliganj,23,Tonnes,NR,Deshi,1400,1600,1500,Rs/Quintal
Aligarh,25,Tonnes,NR,Hybrid,1610,1650,1630,Rs/Quintal
Anoop Shahar,54,Tonnes,NR,Hybrid,1500,1520,1510,Rs/Quintal
Atrauli,56,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Auraiya,250,Tonnes,NR,Hybrid,1600,1700,1660,Rs/Quintal
Awagarh,13,Tonnes,NR,Hybrid,1630,1700,1650,Rs/Quintal
Badayoun,13,Tonnes,NR,Deshi,1560,1750,1600,Rs/Quintal
Bangarmau,24,Tonnes,NR,Hybrid,1525,1575,1550,Rs/Quintal
Bhehjoi,12,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Bilsi,35,Tonnes,NR,Hybrid,1550,1700,1600,Rs/Quintal
Charra,20,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Choubepur,8,Tonnes,NR,Deshi,1550,1620,1585,Rs/Quintal
Divai,8,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Etah,220,Tonnes,NR,Hybrid,1580,1650,1620,Rs/Quintal
Etawah,3,Tonnes,NR,Hybrid,1550,1650,1600,Rs/Quintal
Fatehabad,15,Tonnes,NR,Deshi,1600,1650,1630,Rs/Quintal
Fatehpur Sikri,3.2,Tonnes,NR,Deshi,1620,1680,1650,Rs/Quintal
Ganjdudwara,33,Tonnes,NR,Local,1400,1440,1420,Rs/Quintal
Gopiganj,25,Tonnes,NR,Bold,1600,1950,1950,Rs/Quintal
Haathras,25,Tonnes,NR,Hybrid,1600,1620,1605,Rs/Quintal
Jagnair,1.5,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Deshi,1640,1680,1651,Rs/Quintal
Jangipura,4,Tonnes,NR,Deshi,1540,1580,1560,Rs/Quintal
Jarar,30,Tonnes,NR,Deshi,1560,1600,1580,Rs/Quintal
Jasvantnagar,25,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.5,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kalpi,53,Tonnes,NR,Other,1550,1570,1560,Rs/Quintal
Kanpur(Grain),80,Tonnes,NR,Deshi,1510,1600,1550,Rs/Quintal
Kasganj,280,Tonnes,NR,Hybrid,1550,1630,1600,Rs/Quintal
Kayamganj,15,Tonnes,NR,Hybrid,1550,1570,1560,Rs/Quintal
Khairagarh,2.1,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Kishunpur,27,Tonnes,NR,Deshi,1300,1500,1400,Rs/Quintal
Rura,12,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1640,1660,1650,Rs/Quintal
Sikandraraau,10,Tonnes,NR,Deshi,960,1155,1035,Rs/Quintal
Sirsaganj,32,Tonnes,NR,Hybrid,1650,1725,1700,Rs/Quintal
Tundla,37.5,Tonnes,NR,Deshi,1550,1670,1660,Rs/Quintal
Varipaal,2,Tonnes,NR,Deshi,1380,1600,1400,Rs/Quintal
Visoli,45,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Amarpatan,2.5,Tonnes,NR,Other,1450,1500,1475,Rs/Quintal
Katni,3.5,Tonnes,NR,Other,1700,1741,1733,Rs/Quintal
Nagod,28.1,Tonnes,NR,Deshi,1600,1625,1610,Rs/Quintal
Neemuch,2.6,Tonnes,NR,Deshi,1813,1881,1870,Rs/Quintal
Tikamgarh,20.7,Tonnes,NR,Other,1800,1900,1899,Rs/Quintal
Rajasthan,,,,,,,,
Bandikui,0.4,Tonnes,NR,Other,1650,2020,1835,Rs/Quintal
Begu,170,Tonnes,NR,Other,1640,1930,1850,Rs/Quintal
Chaksu,0.3,Tonnes,NR,Other,1550,1550,1550,Rs/Quintal
Dausa,0.5,Tonnes,NR,Other,1725,1725,1725,Rs/Quintal
Deoli,0.2,Tonnes,NR,Other,1921,1934,1928,Rs/Quintal
Madanganj Kishanganj,1.5,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Nimbahera,6,Tonnes,NR,Other,1515,1520,1517,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.3,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Agra,25,Tonnes,NR,Dara,1800,1830,1810,Rs/Quintal
Aligarh,15,Tonnes,NR,Dara,1770,1810,1790,Rs/Quintal
Allahabad,4.5,Tonnes,NR,Dara,1550,1700,1635,Rs/Quintal
Azamgarh,3.5,Tonnes,NR,Dara,1660,1685,1675,Rs/Quintal
Ballia,2.5,Tonnes,NR,Dara,1550,1660,1610,Rs/Quintal
Barhaj,5,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Choubepur,1.7,Tonnes,NR,Dara,1750,1850,1800,Rs/Quintal
Etawah,1.5,Tonnes,NR,Dara,1900,2000,1950,Rs/Quintal
Faizabad,1.2,Tonnes,NR,Dara,1675,1700,1690,Rs/Quintal
Fatehabad,7,Tonnes,NR,Dara,1580,1650,1600,Rs/Quintal
Fatehpur Sikri,0.2,Tonnes,NR,Dara,1650,1700,1680,Rs/Quintal
Gazipur,5,Tonnes,NR,Dara,1640,1680,1660,Rs/Quintal
Hardoi,1.4,Tonnes,NR,Dara,1720,1740,1730,Rs/Quintal
Jagnair,0.3,Tonnes,NR,Dara,1600,1700,1650,Rs/Quintal
Jalaun,1,Tonnes,NR,Dara,2000,2040,2016,Rs/Quintal
Jangipura,12,Tonnes,NR,Dara,1630,1670,1650,Rs/Quintal
Jhansi,9,Tonnes,NR,Dara,1450,1500,1475,Rs/Quintal
Jhijhank,0.5,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kanpur(Grain),35,Tonnes,NR,Dara,1860,1900,1875,Rs/Quintal
Karvi,2,Tonnes,NR,Dara,1650,1700,1685,Rs/Quintal
Kasganj,2,Tonnes,NR,Dara,1700,1750,1730,Rs/Quintal
Khairagarh,1,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Kopaganj,4.4,Tonnes,NR,Dara,1625,1725,1670,Rs/Quintal
Lucknow,26,Tonnes,NR,Dara,1400,1450,1430,Rs/Quintal
Mahoba,2,Tonnes,NR,Dara,1680,1720,1700,Rs/Quintal
Mau,4.4,Tonnes,NR,Dara,1625,1725,1670,Rs/Quintal
Mauranipur,2,Tonnes,NR,Dara,1450,1600,1530,Rs/Quintal
Meerut,1.5,Tonnes,NR,Dara,1900,2000,1950,Rs/Quintal
Mehrauni,3,Tonnes,NR,Dara,1510,1600,1560,Rs/Quintal
Muskara,1.2,Tonnes,NR,Dara,1640,1725,1685,Rs/Quintal
Muzzafarnagar,2,Tonnes,NR,Dara,1430,1740,1730,Rs/Quintal
Rura,2.5,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,5,Tonnes,NR,Dara,1700,1750,1725,Rs/Quintal
Sehjanwa,1,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Varanasi(Grain),13,Tonnes,NR,Dara,1700,1730,1715,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
Dhing,40,Tonnes,NR,Beaten Rice,2600,2800,2700,Rs/Quintal
P.O. Uparhali Guwahati,21.5,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Bangalore,1,Tonnes,NR,Other,2800,3200,3000,Rs/Quintal
Bellary,17,Tonnes,NR,Navane Hybrid,2990,3188,3007,Rs/Quintal
Gadag,NR,Tonnes,NR,Other,2639,2669,2653,Rs/Quintal
Hoovinahadagali,4,Tonnes,NR,Navane Hybrid,2650,2650,2650,Rs/Quintal
Hosadurga,15,Tonnes,NR,Navane Hybrid,1900,2000,1900,Rs/Quintal
Huliyar,19,Tonnes,NR,Navane Hybrid,3000,3200,3050,Rs/Quintal
Kollegal,3,Tonnes,NR,Navane Hybrid,1850,1950,1900,Rs/Quintal
Kustagi,2,Tonnes,NR,Navane Hybrid,2825,2825,2825,Rs/Quintal
Madhya Pradesh,,,,,,,,
Shahpura,3,Tonnes,NR,Navane Hybrid,1800,2000,1900,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1800,2430,1800,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2450,2450,2450,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1850,1950,1900,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),1800,2000,1900,Rs/Quintal
Nandyal,1,Tonnes,NR,Jowar (Yellow),2400,2500,2450,Rs/Quintal
Gujarat,,,,,,,,
Amreli,0.2,Tonnes,NR,Other,2015,3380,3330,Rs/Quintal
Botad,1.2,Tonnes,NR,Other,3195,3295,3245,Rs/Quintal
Dahod,0.3,Tonnes,NR,Jowar ( White),1300,1700,1650,Rs/Quintal
Jambusar,0.1,Tonnes,NR,Other,1700,2300,2000,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Mandvi,0.02,Tonnes,NR,Red,2500,2500,2500,Rs/Quintal
Mangrol,3.2,Tonnes,NR,Jowar ( White),2500,3200,3000,Rs/Quintal
Palanpur,10,Tonnes,NR,Other,4010,4860,4435,Rs/Quintal
Patan,0.3,Tonnes,NR,Other,3805,3805,3805,Rs/Quintal
Porbandar,0.6,Tonnes,NR,Other,2275,2750,2510,Rs/Quintal
Rajkot,4.1,Tonnes,NR,Jowar ( White),2625,3150,3000,Rs/Quintal
Rajula,0.7,Tonnes,NR,Local,1810,4125,2968,Rs/Quintal
S.Mandvi,0.02,Tonnes,NR,Red,2500,2500,2500,Rs/Quintal
Sami,0.5,Tonnes,NR,Other,3000,3275,3125,Rs/Quintal
Siddhpur,1.43,Tonnes,NR,Jowar ( White),3950,4855,4402,Rs/Quintal
Vadodara,23.77,Tonnes,NR,Other,1900,2450,2450,Rs/Quintal
Vyra,0.2,Tonnes,NR,Other,1650,2750,2200,Rs/Quintal
Karnataka,,,,,,,,
Badami,NR,Tonnes,NR,Jowar Hybrid,1000,1300,1200,Rs/Quintal
Bangalore,42,Tonnes,NR,Jowar ( White),2200,2600,2400,Rs/Quintal
Belgaum,2,Tonnes,NR,Jowar ( White),2000,2800,2500,Rs/Quintal
Bellary,11,Tonnes,NR,Annigeri,1468,2375,2002,Rs/Quintal
,,,NR,Jowar Hybrid,1468,2375,2002,Rs/Quintal
Gadag,20,Tonnes,NR,Jowar ( White),1001,2272,1991,Rs/Quintal
Gulbarga,28,Tonnes,NR,Jowar ( White),2435,2975,2685,Rs/Quintal
Hubli (Amaragol),1,Tonnes,NR,Jowar ( White),2146,2426,2146,Rs/Quintal
Jamakhandi,2,Tonnes,NR,Jowar ( White),2500,2900,2730,Rs/Quintal
Laxmeshwar,NR,Tonnes,NR,Jowar ( White),1460,1840,1713,Rs/Quintal
Manvi,25,Tonnes,NR,Other,1050,1050,1050,Rs/Quintal
Nargunda,12,Tonnes,NR,Jowar ( White),2200,2400,2308,Rs/Quintal
Ramdurga,23,Tonnes,NR,Local,2600,3000,2800,Rs/Quintal
Shimoga,NR,Tonnes,NR,Jowar ( White),2600,3500,3050,Rs/Quintal
Sindhanur,52,Tonnes,NR,Jowar Hybrid,1800,1900,1860,Rs/Quintal
Madhya Pradesh,,,,,,,,
Burhanpur,11.9,Tonnes,NR,Jowar Hybrid,1500,1790,1696,Rs/Quintal
Dabra,1,Tonnes,NR,Other,1629,1629,1629,Rs/Quintal
Ganjbasoda,3.9,Tonnes,NR,Jowar ( White),2000,3650,3300,Rs/Quintal
Khargone,2.3,Tonnes,NR,Other,1694,1885,1885,Rs/Quintal
Lahar,4.5,Tonnes,NR,Other,1604,1604,1604,Rs/Quintal
Lashkar,0.8,Tonnes,NR,Jowar ( White),1635,1635,1635,Rs/Quintal
,,,NR,Other,3260,3600,3260,Rs/Quintal
Sevda,6,Tonnes,NR,Yellow,1400,1430,1410,Rs/Quintal
Sheopurkalan,2.5,Tonnes,NR,Local,1600,1600,1600,Rs/Quintal
Timarni,4,Tonnes,NR,Jowar ( White),1600,1600,1600,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,2,Tonnes,NR,Other,2700,3000,2850,Rs/Quintal
Akola,1,Tonnes,NR,Other,1200,1850,1300,Rs/Quintal
Amarawati,2,Tonnes,NR,Other,2100,2500,2300,Rs/Quintal
Ambad (Vadigodri),1,Tonnes,NR,Other,2545,3070,2645,Rs/Quintal
Ambejaogai,NR,Tonnes,NR,Jowar (Yellow),4650,4661,4650,Rs/Quintal
Ausa,NR,Tonnes,NR,Jowar ( White),1800,1800,1800,Rs/Quintal
,,,NR,Jowar (Yellow),4221,4221,4221,Rs/Quintal
Beed,1,Tonnes,NR,Other,2000,3371,2400,Rs/Quintal
Bhokar,NR,Tonnes,NR,Other,1700,1705,1703,Rs/Quintal
Bhusaval,NR,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Chopada,1,Tonnes,NR,Other,1800,1818,1818,Rs/Quintal
Dhadgaon,9,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Gevrai,2,Tonnes,NR,Red,2425,2800,2525,Rs/Quintal
Jalana,14,Tonnes,NR,Other,1300,2950,2650,Rs/Quintal
Jintur(Bori),2,Tonnes,NR,Red,2400,2500,2445,Rs/Quintal
Kaij,1,Tonnes,NR,Jowar (Yellow),4352,4600,4490,Rs/Quintal
,,,NR,Red,2201,2890,2701,Rs/Quintal
Kalamb(Osmanabad),1,Tonnes,NR,Jowar ( White),2000,2600,2400,Rs/Quintal
,,,NR,Jowar (Yellow),4300,4450,4400,Rs/Quintal
Karmala,3,Tonnes,NR,Other,2800,3700,3400,Rs/Quintal
Khamgaon,3,Tonnes,NR,Other,1300,1700,1500,Rs/Quintal
