"Commodity-wise, Market-wise Daily Report on : 31/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Gogamba(Similiya),0.2,Tonnes,NR,Other,1650,1750,1700,Rs/Quintal
Himatnagar,1,Tonnes,NR,Local,1500,1900,1700,Rs/Quintal
Jasdan,0.4,Tonnes,NR,Deshi,1750,2050,2000,Rs/Quintal
Junagadh,0.1,Tonnes,NR,Bold,2050,2050,2050,Rs/Quintal
Kapadvanj,2.2,Tonnes,NR,Hybrid,1600,1925,1762,Rs/Quintal
Khambhat(Grain Market),2,Tonnes,NR,Other,1950,2020,1980,Rs/Quintal
Mahuva(Station Road),1.6,Tonnes,NR,Hybrid,1945,2255,2125,Rs/Quintal
Mangrol,23.5,Tonnes,NR,Hybrid,1875,2000,1950,Rs/Quintal
Mansa,0.01,Tonnes,NR,Deshi,1905,1905,1905,Rs/Quintal
Mehsana(Jornang),0.3,Tonnes,NR,Local,2095,2235,2150,Rs/Quintal
Modasa,1,Tonnes,NR,Hybrid,1500,2005,1750,Rs/Quintal
Palanpur,11,Tonnes,NR,Deshi,1925,2000,1962,Rs/Quintal
Patan,4.7,Tonnes,NR,Other,1905,2065,1985,Rs/Quintal
Rajkot,3.3,Tonnes,NR,Deshi,1550,1940,1750,Rs/Quintal
Savli,0.42,Tonnes,NR,Deshi,1800,2000,1900,Rs/Quintal
Siddhpur,8.17,Tonnes,NR,Deshi,1840,2115,1977,Rs/Quintal
Talod,9.4,Tonnes,NR,Other,1975,2110,2043,Rs/Quintal
Thara,6,Tonnes,NR,Other,1950,2025,1987,Rs/Quintal
Tharad,9.6,Tonnes,NR,Deshi,1890,2020,1955,Rs/Quintal
Tharad(Rah),0.5,Tonnes,NR,Deshi,1950,2040,1995,Rs/Quintal
Umreth,6.7,Tonnes,NR,Deshi,1850,1950,1940,Rs/Quintal
Vadgam,1,Tonnes,NR,Hybrid,2010,2055,2032.5,Rs/Quintal
Vadodara,12.75,Tonnes,NR,Other,1850,1950,1950,Rs/Quintal
Vankaner,0.2,Tonnes,NR,Other,1995,2200,2050,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,1,Tonnes,NR,Hybrid,1800,2400,2100,Rs/Quintal
Basava Kalayana,1,Tonnes,NR,Local,1700,1850,1750,Rs/Quintal
Bellary,0.3,Tonnes,NR,Hybrid,1886,1886,1886,Rs/Quintal
Gulbarga,20,Tonnes,NR,Local,1650,1950,1850,Rs/Quintal
Koppal,187,Tonnes,NR,Hybrid,1871,1923,1902,Rs/Quintal
Kottur,7,Tonnes,NR,Hybrid,1356,1866,1398,Rs/Quintal
Kustagi,80,Tonnes,NR,Hybrid,1830,1830,1830,Rs/Quintal
Lingasugur,42,Tonnes,NR,Other,1900,1995,1995,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur,30,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Dabra,3.5,Tonnes,NR,Deshi,1500,1550,1520,Rs/Quintal
Kailaras,9.5,Tonnes,NR,Deshi,1800,1850,1825,Rs/Quintal
Morena,36.4,Tonnes,NR,Deshi,1855,1871,1860,Rs/Quintal
Sabalgarh,1.7,Tonnes,NR,Deshi,1825,1830,1828,Rs/Quintal
Vijaypur,6.6,Tonnes,NR,Deshi,1700,1700,1700,Rs/Quintal
Maharashtra,,,,,,,,
Amalner,10,Tonnes,NR,Other,1951,2190,2190,Rs/Quintal
Ambad (Vadigodri),1,Tonnes,NR,Other,1480,2330,2300,Rs/Quintal
Aurangabad,1,Tonnes,NR,Other,2100,2150,2125,Rs/Quintal
Beed,1,Tonnes,NR,Other,1896,1896,1896,Rs/Quintal
Chalisgaon,3,Tonnes,NR,Other,1300,2500,2000,Rs/Quintal
Devala,1,Tonnes,NR,Other,1680,1900,1900,Rs/Quintal
Dhule,5,Tonnes,NR,Other,1500,2100,2035,Rs/Quintal
Dondaicha,2,Tonnes,NR,Other,1500,1651,1651,Rs/Quintal
Dound,NR,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Gevrai,1,Tonnes,NR,Other,1425,1800,1600,Rs/Quintal
Jalana,3,Tonnes,NR,Other,1700,2200,1885,Rs/Quintal
Kalvan,1,Tonnes,NR,Other,1751,1851,1751,Rs/Quintal
Kannad,2,Tonnes,NR,Other,1750,1850,1800,Rs/Quintal
Kopargaon,NR,Tonnes,NR,Other,1900,1900,1900,Rs/Quintal
Lasur Station,2,Tonnes,NR,Other,1651,2125,1925,Rs/Quintal
Malegaon,3,Tonnes,NR,Other,1726,2251,2046,Rs/Quintal
Manmad,1,Tonnes,NR,Other,1881,2091,1917,Rs/Quintal
Mumbai,87,Tonnes,NR,Other,1800,2500,2300,Rs/Quintal
Nandgaon,NR,Tonnes,NR,Other,2141,2141,2141,Rs/Quintal
Nandurbar,6,Tonnes,NR,Other,1500,2102,1800,Rs/Quintal
Paithan,NR,Tonnes,NR,Other,2100,2100,2100,Rs/Quintal
Parali Vaijyanath,NR,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Rahata,1,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Rahuri(Vambori),NR,Tonnes,NR,Other,1700,1975,1975,Rs/Quintal
Sakri,NR,Tonnes,NR,Other,1600,1600,1600,Rs/Quintal
Satana,3,Tonnes,NR,Other,1675,2205,1995,Rs/Quintal
Shirpur,7,Tonnes,NR,Other,1825,2054,1927,Rs/Quintal
Sinner,NR,Tonnes,NR,Other,2081,2081,2081,Rs/Quintal
Ulhasnagar,10,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Vaijpur,1,Tonnes,NR,Other,1454,1922,1850,Rs/Quintal
Yeola,NR,Tonnes,NR,Other,1951,2251,2025,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,2,Tonnes,NR,Deshi,1810,1810,1810,Rs/Quintal
Narela,1.5,Tonnes,NR,Deshi,1750,1911,1911,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer (Grain),4,Tonnes,NR,Other,1400,1400,1400,Rs/Quintal
Bagru,29,Tonnes,NR,Other,1850,1950,1900,Rs/Quintal
Bandikui,23.4,Tonnes,NR,Other,1640,1916,1778,Rs/Quintal
Bayana,121.6,Tonnes,NR,Other,1822,1862,1835,Rs/Quintal
Bharatpur,25.5,Tonnes,NR,Local,1835,1870,1853,Rs/Quintal
Chaksu,22.7,Tonnes,NR,Other,1800,1937,1820,Rs/Quintal
Chirwa,1.5,Tonnes,NR,Other,1850,1850,1850,Rs/Quintal
Chomu,34.5,Tonnes,NR,Other,1710,1860,1820,Rs/Quintal
Dausa,133.7,Tonnes,NR,Other,1823,2000,1911,Rs/Quintal
Deedwana,45,Tonnes,NR,Local,1750,1850,1800,Rs/Quintal
Deedwana(Choti Khatu),8.5,Tonnes,NR,Local,1750,1850,1800,Rs/Quintal
Degana,20.4,Tonnes,NR,Other,1800,1850,1825,Rs/Quintal
Deoli,6.1,Tonnes,NR,Other,1800,1885,1843,Rs/Quintal
Dholpur,68,Tonnes,NR,Other,1900,1960,1930,Rs/Quintal
Fatehpur,56.5,Tonnes,NR,Other,1720,1830,1780,Rs/Quintal
Gangapur City,10.7,Tonnes,NR,Other,1620,1849,1734,Rs/Quintal
Gangapurcity(Old Lal mandi),4.6,Tonnes,NR,Other,1784,1798,1791,Rs/Quintal
Hindoun,45.7,Tonnes,NR,Other,1805,1915,1860,Rs/Quintal
Jodhpur (Grain)(Mandor),1.7,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),0.5,Tonnes,NR,Other,1680,1800,1740,Rs/Quintal
Kama,6.1,Tonnes,NR,Other,1833,1858,1845,Rs/Quintal
Khairthal,202,Tonnes,NR,Other,1830,1870,1850,Rs/Quintal
Khedli(laxmangarh),12,Tonnes,NR,Other,1840,1865,1850,Rs/Quintal
Kherli,50,Tonnes,NR,Other,1700,1900,1790,Rs/Quintal
Kishan Renwal(Fulera),1.6,Tonnes,NR,Other,1930,1930,1930,Rs/Quintal
Kishangarh Renwal,23,Tonnes,NR,Other,1840,1840,1840,Rs/Quintal
Kotputli,36,Tonnes,NR,Local,1800,1900,1850,Rs/Quintal
Kuchaman City,24.2,Tonnes,NR,Other,1710,1875,1860,Rs/Quintal
Lalsot,7.3,Tonnes,NR,Other,1787,1916,1907,Rs/Quintal
Lalsot(Mandabari),15.2,Tonnes,NR,Other,1761,1975,1868,Rs/Quintal
Madanganj Kishanganj,21.3,Tonnes,NR,Other,1500,1850,1675,Rs/Quintal
Nadwai,16.5,Tonnes,NR,Other,1835,1997,1900,Rs/Quintal
Nagar,1.5,Tonnes,NR,Other,1780,1830,1810,Rs/Quintal
Nawalgarh,8,Tonnes,NR,Other,1800,1840,1820,Rs/Quintal
Niwai,6.8,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Rawla,0.1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Sanchor,1,Tonnes,NR,Other,1950,1950,1950,Rs/Quintal
Sawai Madhopur,10.5,Tonnes,NR,Other,1855,1905,1885,Rs/Quintal
Sikar,0.8,Tonnes,NR,Other,1860,1860,1860,Rs/Quintal
Sri Madhopur,46.6,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Suratgarh,0.5,Tonnes,NR,Other,1800,1800,1800,Rs/Quintal
Tonk,2.5,Tonnes,NR,Deshi,1860,1901,1880,Rs/Quintal
Tamil Nadu,,,,,,,,
Theni,NR,Tonnes,NR,Small,1840,2020,1930,Rs/Quintal
Uttar Pradesh,,,,,,,,
Agra,16,Tonnes,NR,Deshi,1750,1800,1770,Rs/Quintal
Ajuha,1.2,Tonnes,NR,Deshi,1475,1525,1500,Rs/Quintal
Aliganj,70.9,Tonnes,NR,Deshi,1600,1700,1650,Rs/Quintal
Aligarh,12,Tonnes,NR,Hybrid,1800,1840,1820,Rs/Quintal
Auraiya,130,Tonnes,NR,Hybrid,1750,1950,1880,Rs/Quintal
Awagarh,12,Tonnes,NR,Hybrid,1800,1870,1830,Rs/Quintal
Badayoun,6,Tonnes,NR,Deshi,1750,1850,1800,Rs/Quintal
Bharthna,20,Tonnes,NR,Hybrid,1700,1870,1800,Rs/Quintal
Bhehjoi,22,Tonnes,NR,Deshi,1500,1600,1550,Rs/Quintal
Charra,106,Tonnes,NR,Hybrid,1800,1850,1825,Rs/Quintal
Choubepur,9,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Dibiapur,4,Tonnes,NR,Hybrid,1450,1550,1500,Rs/Quintal
Divai,4,Tonnes,NR,Hybrid,1580,1600,1590,Rs/Quintal
Etah,105,Tonnes,NR,Hybrid,1700,1840,1800,Rs/Quintal
Etawah,2,Tonnes,NR,Hybrid,1700,1800,1750,Rs/Quintal
Fatehabad,15,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Fatehpur Sikri,1.8,Tonnes,NR,Deshi,1680,1740,1715,Rs/Quintal
Ganjdudwara,23,Tonnes,NR,Local,1550,1600,1580,Rs/Quintal
Haathras,7,Tonnes,NR,Hybrid,1630,1670,1640,Rs/Quintal
Jagnair,11,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Jalaun,0.6,Tonnes,NR,Deshi,1720,1790,1760,Rs/Quintal
Jangipura,5,Tonnes,NR,Deshi,1560,1600,1580,Rs/Quintal
Jarar,30,Tonnes,NR,Deshi,1680,1760,1730,Rs/Quintal
Jasvantnagar,15,Tonnes,NR,Hybrid,1400,1600,1500,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Kanpur(Grain),35,Tonnes,NR,Deshi,1750,1850,1800,Rs/Quintal
Kasganj,140,Tonnes,NR,Hybrid,1740,1800,1770,Rs/Quintal
Kayamganj,15,Tonnes,NR,Hybrid,1750,1770,1760,Rs/Quintal
Khair,8.5,Tonnes,NR,Hybrid,1690,1770,1730,Rs/Quintal
Khairagarh,13,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Kishunpur,21,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Rura,22,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,0.5,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Shahaswan,1,Tonnes,NR,Other,1640,1660,1650,Rs/Quintal
Shikohabad,15,Tonnes,NR,Hybrid,1865,1900,1880,Rs/Quintal
Sikandraraau,15,Tonnes,NR,Deshi,1025,1230,1165,Rs/Quintal
Sirsaganj,14.4,Tonnes,NR,Hybrid,1770,1850,1820,Rs/Quintal
Tundla,45,Tonnes,NR,Deshi,1680,1780,1770,Rs/Quintal
Ujhani,30,Tonnes,NR,Hybrid,1750,1850,1800,Rs/Quintal
Varipaal,4.6,Tonnes,NR,Deshi,1350,1500,1400,Rs/Quintal
Visoli,45,Tonnes,NR,Other,1600,1640,1625,Rs/Quintal
Barley (Jau),,,,,,,,
Chattisgarh,,,,,,,,
Ramanujganj,5.5,Tonnes,NR,Other,1440,2000,1720,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bijawar,2.9,Tonnes,NR,Local,1710,1710,1710,Rs/Quintal
Katni,3,Tonnes,NR,Other,1725,1782,1769,Rs/Quintal
Mehar,10,Tonnes,NR,Deshi,1570,1625,1600,Rs/Quintal
Satna,4.6,Tonnes,NR,Other,1600,1800,1750,Rs/Quintal
Rajasthan,,,,,,,,
Bagru,3,Tonnes,NR,Other,1800,1900,1850,Rs/Quintal
Bandikui,0.5,Tonnes,NR,Other,2080,2200,2140,Rs/Quintal
Bijay Nagar,0.2,Tonnes,NR,Other,1965,1965,1965,Rs/Quintal
Chaksu,1.2,Tonnes,NR,Other,1784,1784,1784,Rs/Quintal
Dausa,0.6,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Madanganj Kishanganj,0.4,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Padampur,0.2,Tonnes,NR,Other,1645,1645,1645,Rs/Quintal
Sumerpur,0.9,Tonnes,NR,Deshi,1929,1929,1929,Rs/Quintal
Uttar Pradesh,,,,,,,,
Agra,18,Tonnes,NR,Dara,1810,1850,1830,Rs/Quintal
Aligarh,10,Tonnes,NR,Dara,1810,1850,1830,Rs/Quintal
Allahabad,4,Tonnes,NR,Dara,1650,1850,1750,Rs/Quintal
Azamgarh,5,Tonnes,NR,Dara,1660,1680,1670,Rs/Quintal
Ballia,5,Tonnes,NR,Dara,1570,1690,1630,Rs/Quintal
Barhaj,8,Tonnes,NR,Dara,1670,1690,1680,Rs/Quintal
Choubepur,1.3,Tonnes,NR,Dara,1800,1900,1850,Rs/Quintal
Etawah,3,Tonnes,NR,Dara,1830,1930,1880,Rs/Quintal
Fatehabad,15,Tonnes,NR,Dara,1700,1750,1720,Rs/Quintal
Fatehpur Sikri,0.3,Tonnes,NR,Dara,1680,1730,1705,Rs/Quintal
Firozabad,10,Tonnes,NR,Dara,1760,1780,1770,Rs/Quintal
Gazipur,14,Tonnes,NR,Dara,1630,1670,1650,Rs/Quintal
Gorakhpur,24,Tonnes,NR,Dara,1760,1850,1800,Rs/Quintal
Hardoi,3,Tonnes,NR,Dara,1770,1800,1790,Rs/Quintal
Jagnair,1,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Dara,2020,2090,2061,Rs/Quintal
Jangipura,11,Tonnes,NR,Dara,1610,1650,1630,Rs/Quintal
Jarar,3,Tonnes,NR,Dara,1680,1730,1700,Rs/Quintal
Jhansi,16,Tonnes,NR,Dara,1420,1560,1485,Rs/Quintal
Jhijhank,0.3,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Kanpur(Grain),50,Tonnes,NR,Dara,1900,2000,1960,Rs/Quintal
Khairagarh,1.5,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Kopaganj,4,Tonnes,NR,Dara,1625,1725,1675,Rs/Quintal
Lalitpur,14,Tonnes,NR,Dara,1780,1880,1830,Rs/Quintal
Mahoba,1.4,Tonnes,NR,Dara,1680,1730,1710,Rs/Quintal
Mau,4,Tonnes,NR,Dara,1625,1725,1675,Rs/Quintal
Mauranipur,1,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Meerut,4.5,Tonnes,NR,Dara,1930,2000,1965,Rs/Quintal
Mehrauni,4,Tonnes,NR,Dara,1500,1610,1550,Rs/Quintal
Muskara,1,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Raath,1.4,Tonnes,NR,Dara,1800,1900,1850,Rs/Quintal
Rura,4,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,12,Tonnes,NR,Dara,1725,1760,1750,Rs/Quintal
Sehjanwa,1,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shikohabad,2,Tonnes,NR,Dara,1865,2000,1980,Rs/Quintal
Varanasi(Grain),12,Tonnes,NR,Dara,1700,1740,1720,Rs/Quintal
Beaten Rice,,,,,,,,
Assam,,,,,,,,
P.O. Uparhali Guwahati,24.5,Tonnes,NR,Beaten Rice,2500,3300,2900,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Bellary,1,Tonnes,NR,Navane Hybrid,3170,3341,3272,Rs/Quintal
Gangavathi,15,Tonnes,NR,Other,2960,2990,2990,Rs/Quintal
Hoovinahadagali,2,Tonnes,NR,Navane Hybrid,2800,2800,2800,Rs/Quintal
Koppal,1,Tonnes,NR,Navane Hybrid,3021,3225,3203,Rs/Quintal
Kustagi,1,Tonnes,NR,Navane Hybrid,2900,2900,2900,Rs/Quintal
Madhya Pradesh,,,,,,,,
Shahpura,186.6,Tonnes,NR,Navane Hybrid,2000,2200,2100,Rs/Quintal
Hybrid Cumbu,,,,,,,,
Tamil Nadu,,,,,,,,
Manalurpet,3,Tonnes,NR,Other,1826,1832,1829,Rs/Quintal
Vikkiravandi,0.7,Tonnes,NR,Other,1835,1845,1837,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1950,2430,2000,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2450,2450,2450,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1700,1800,1750,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),1700,1900,1800,Rs/Quintal
Nandyal,1,Tonnes,NR,Jowar (Yellow),2400,2500,2450,Rs/Quintal
Gujarat,,,,,,,,
Amreli,0.4,Tonnes,NR,Other,3095,3225,3225,Rs/Quintal
Botad,0.2,Tonnes,NR,Other,3755,3755,3755,Rs/Quintal
Dahod,0.2,Tonnes,NR,Jowar ( White),1400,1700,1600,Rs/Quintal
Dhanera,0.05,Tonnes,NR,Other,2595,2595,2595,Rs/Quintal
Jambusar,4.6,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Jambusar(Kaavi),1,Tonnes,NR,Other,2000,2400,2200,Rs/Quintal
Jasdan,0.1,Tonnes,NR,Jowar ( White),3375,3375,3375,Rs/Quintal
Mahuva(Station Road),0.7,Tonnes,NR,Other,1655,2735,2250,Rs/Quintal
Mangrol,2.6,Tonnes,NR,Jowar ( White),2750,3250,3100,Rs/Quintal
Morbi,1.1,Tonnes,NR,Jowar ( White),3205,4395,3800,Rs/Quintal
Palanpur,6,Tonnes,NR,Other,4325,4700,4512,Rs/Quintal
Patan,0.7,Tonnes,NR,Other,2410,4585,3500,Rs/Quintal
Rajkot,8.5,Tonnes,NR,Jowar ( White),2625,3090,3000,Rs/Quintal
,,,NR,Jowar (Yellow),1650,2025,1950,Rs/Quintal
Rajula,0.6,Tonnes,NR,Local,2750,3000,2875,Rs/Quintal
Savarkundla,0.2,Tonnes,NR,Jowar ( White),2250,3150,2700,Rs/Quintal
Siddhpur,0.57,Tonnes,NR,Jowar ( White),4480,4820,4650,Rs/Quintal
Vankaner,1.6,Tonnes,NR,Other,2800,3115,3000,Rs/Quintal
Karnataka,,,,,,,,
Annigeri,3,Tonnes,NR,Jowar ( White),1500,1700,1600,Rs/Quintal
Bangalore,29,Tonnes,NR,Jowar ( White),2400,2600,2500,Rs/Quintal
Basava Kalayana,2,Tonnes,NR,Hybrid,1500,1700,1650,Rs/Quintal
Belgaum,2,Tonnes,NR,Jowar ( White),2000,2800,2400,Rs/Quintal
Bellary,75,Tonnes,NR,Annigeri,1684,2146,1918,Rs/Quintal
,,,NR,Jowar Hybrid,1684,2146,1918,Rs/Quintal
Bidar,19,Tonnes,NR,Jowar ( White),3000,4000,3500,Rs/Quintal
Gadag,8,Tonnes,NR,Jowar ( White),1568,2763,2098,Rs/Quintal
Gangavathi,16,Tonnes,NR,Local,2000,2010,2000,Rs/Quintal
Gulbarga,10,Tonnes,NR,Jowar ( White),2100,3200,2800,Rs/Quintal
Holenarsipura,1,Tonnes,NR,Local,2100,2100,2100,Rs/Quintal
Hubli (Amaragol),6,Tonnes,NR,Jowar ( White),1839,2201,1839,Rs/Quintal
Kadur,20,Tonnes,NR,Other,2300,2400,2300,Rs/Quintal
Kottur,NR,Tonnes,NR,Jowar Hybrid,1801,1801,1801,Rs/Quintal
Laxmeshwar,1,Tonnes,NR,Jowar ( White),1515,2079,1869,Rs/Quintal
Mandya,NR,Tonnes,NR,Jowar (Yellow),1500,1500,1500,Rs/Quintal
Manvi,111,Tonnes,NR,Other,1050,1800,1644,Rs/Quintal
Shiggauv,8,Tonnes,NR,Local,2100,2100,2100,Rs/Quintal
Sindhanur,98,Tonnes,NR,Jowar Hybrid,1466,1800,1750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Burhanpur,1,Tonnes,NR,Jowar Hybrid,1660,1837,1825,Rs/Quintal
Guna,3.8,Tonnes,NR,Other,1795,4650,3560,Rs/Quintal
Khargone,2.2,Tonnes,NR,Other,1825,2010,1931,Rs/Quintal
Lashkar,1.3,Tonnes,NR,Jowar ( White),1830,1870,1830,Rs/Quintal
Sevda,1.3,Tonnes,NR,Yellow,1630,1630,1630,Rs/Quintal
Maharashtra,,,,,,,,
Achalpur,6,Tonnes,NR,Other,1750,1950,1850,Rs/Quintal
Ahmedpur,6,Tonnes,NR,Other,1700,2100,1800,Rs/Quintal
Akola,3,Tonnes,NR,Other,1400,1900,1800,Rs/Quintal
Amarawati,NR,Tonnes,NR,Other,2100,2500,2300,Rs/Quintal
Ambad (Vadigodri),4,Tonnes,NR,Other,2151,2851,2501,Rs/Quintal
Aurad Shahajani,1,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Ausa,2,Tonnes,NR,Jowar ( White),2300,2902,2647,Rs/Quintal
,,,NR,Other,1000,1200,1200,Rs/Quintal
Barshi,17,Tonnes,NR,Other,2200,3800,3000,Rs/Quintal
Beed,2,Tonnes,NR,Other,2031,2381,2300,Rs/Quintal
Bhusaval,1,Tonnes,NR,Other,1750,1780,1760,Rs/Quintal
Chalisgaon,4,Tonnes,NR,Jowar ( White),1690,1706,1700,Rs/Quintal
Chikali,1,Tonnes,NR,Other,1150,1500,1325,Rs/Quintal
Deoulgaon Raja,1,Tonnes,NR,Other,2111,2200,2111,Rs/Quintal
Dhadgaon,10,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Dhule,6,Tonnes,NR,Other,1631,1631,1631,Rs/Quintal
Gangapur,1,Tonnes,NR,Other,2301,2740,2501,Rs/Quintal
Gevrai,1,Tonnes,NR,Red,1600,2100,1900,Rs/Quintal
Jalana,25,Tonnes,NR,Other,2200,3315,2500,Rs/Quintal
Jalgaon(Masawat),2,Tonnes,NR,Other,1940,2400,2350,Rs/Quintal
