"Commodity-wise, Market-wise Daily Report on : 06/01/2019 NR : Not Reported",,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Madhogarh,80,Tonnes,NR,Bold,1400,1600,1500,Rs/Quintal
Rura,13,Tonnes,NR,Deshi,1300,1400,1350,Rs/Quintal
Samsabad,1,Tonnes,NR,Hybrid,1575,1625,1600,Rs/Quintal
Shahaswan,2,Tonnes,NR,Other,1580,1600,1590,Rs/Quintal
Shikohabad,70,Tonnes,NR,Hybrid,1610,1640,1625,Rs/Quintal
Sikandraraau,0.5,Tonnes,NR,Deshi,950,1295,1115,Rs/Quintal
Sirsaganj,98.3,Tonnes,NR,Hybrid,1600,1660,1640,Rs/Quintal
Ujhani,35,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Varipaal,1.5,Tonnes,NR,Deshi,1380,1420,1400,Rs/Quintal
Visoli,40,Tonnes,NR,Other,1600,1650,1625,Rs/Quintal
Barley (Jau),,,,,,,,
Madhya Pradesh,,,,,,,,
Khargapur,10.56,Tonnes,NR,Deshi,1600,1610,1605,Rs/Quintal
Nagod,4.3,Tonnes,NR,Deshi,1600,1625,1610,Rs/Quintal
Rajasthan,,,,,,,,
Bandikui,0.2,Tonnes,NR,Other,1851,1881,1866,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achnera,0.3,Tonnes,NR,Dara,1650,1750,1700,Rs/Quintal
Chirgaon,2,Tonnes,NR,Dara,3200,3300,3250,Rs/Quintal
Faizabad,1.2,Tonnes,NR,Dara,1690,1715,1700,Rs/Quintal
Fatehabad,6,Tonnes,NR,Dara,1630,1650,1640,Rs/Quintal
Gorakhpur,6.5,Tonnes,NR,Dara,1590,1680,1630,Rs/Quintal
Jalaun,0.5,Tonnes,NR,Dara,1900,1965,1940,Rs/Quintal
Jangipura,8,Tonnes,NR,Dara,1640,1680,1660,Rs/Quintal
Jhansi,10,Tonnes,NR,Dara,1400,1550,1450,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Other,1210,1410,1310,Rs/Quintal
Karvi,1.2,Tonnes,NR,Dara,1620,1660,1650,Rs/Quintal
Khairagarh,2,Tonnes,NR,Deshi,1650,1750,1700,Rs/Quintal
Mahoba,4.6,Tonnes,NR,Dara,1650,1710,1690,Rs/Quintal
Mauranipur,1.8,Tonnes,NR,Dara,1550,1650,1600,Rs/Quintal
Mehrauni,9,Tonnes,NR,Dara,1560,1630,1600,Rs/Quintal
Muskara,1.5,Tonnes,NR,Dara,1600,1700,1660,Rs/Quintal
Raath,1.5,Tonnes,NR,Dara,1700,1775,1750,Rs/Quintal
Rura,2.5,Tonnes,NR,Dara,1300,1400,1350,Rs/Quintal
Samsabad,4,Tonnes,NR,Dara,1675,1725,1700,Rs/Quintal
Sehjanwa,0.8,Tonnes,NR,Dara,1500,1600,1580,Rs/Quintal
Shamli,NR,Tonnes,NR,Dara,1700,1780,1740,Rs/Quintal
Shikohabad,0.5,Tonnes,NR,Dara,1880,1920,1900,Rs/Quintal
Varipaal,0.1,Tonnes,NR,Dara,1700,2000,1800,Rs/Quintal
Foxtail Millet(Navane),,,,,,,,
Karnataka,,,,,,,,
Kustagi,1,Tonnes,NR,Navane Hybrid,2750,2750,2750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Shahpura,2.5,Tonnes,NR,Navane Hybrid,2000,2200,2100,Rs/Quintal
Jowar(Sorghum),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Jowar ( White),1800,2430,1990,Rs/Quintal
Alur,0.01,Tonnes,NR,Jowar ( White),2100,2200,2150,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Jowar ( White),1850,1950,1900,Rs/Quintal
Koilkunta,NR,Tonnes,NR,Jowar ( White),2000,2200,2100,Rs/Quintal
Gujarat,,,,,,,,
Mandvi,0.06,Tonnes,NR,Red,3000,3000,3000,Rs/Quintal
S.Mandvi,0.06,Tonnes,NR,Red,3000,3000,3000,Rs/Quintal
Karnataka,,,,,,,,
Belgaum,2,Tonnes,NR,Jowar ( White),2300,2700,2500,Rs/Quintal
Ramdurga,5,Tonnes,NR,Hybrid,1559,1850,1650,Rs/Quintal
,,,NR,Local,1650,2750,2650,Rs/Quintal
Madhya Pradesh,,,,,,,,
Badwaha,0.31,Tonnes,NR,Other,1815,1815,1815,Rs/Quintal
Lahar,10.8,Tonnes,NR,Other,1426,2750,1503,Rs/Quintal
Lashkar,9.7,Tonnes,NR,Jowar ( White),1600,1715,1685,Rs/Quintal
,,,NR,Other,1990,3750,2500,Rs/Quintal
Maharashtra,,,,,,,,
Balapur,3,Tonnes,NR,Other,1850,2200,2050,Rs/Quintal
Chandur Bazar,9,Tonnes,NR,Other,1700,1910,1812,Rs/Quintal
Dound,1,Tonnes,NR,Jowar ( White),3500,4200,3500,Rs/Quintal
Indapur(Bhigwan),4,Tonnes,NR,Other,2800,3600,3200,Rs/Quintal
Paithan,NR,Tonnes,NR,Red,2575,2575,2575,Rs/Quintal
Palthan,7,Tonnes,NR,Other,2000,3600,3000,Rs/Quintal
Shevgaon,NR,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Sinner,NR,Tonnes,NR,Other,2400,2400,2400,Rs/Quintal
Yawal,12,Tonnes,NR,Other,1600,1820,1700,Rs/Quintal
Rajasthan,,,,,,,,
Chaksu,0.1,Tonnes,NR,Other,2200,2200,2200,Rs/Quintal
Jodhpur(Grain)(Bhagat Ki Kothi),9,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Uttar Pradesh,,,,,,,,
Bharuasumerpur,80,Tonnes,NR,Jowar ( White),2500,3200,2800,Rs/Quintal
Rura,7,Tonnes,NR,Annigeri,1300,1400,1350,Rs/Quintal
Varipaal,3,Tonnes,NR,Jowar ( White),1800,2600,2000,Rs/Quintal
Kodo Millet(Varagu),,,,,,,,
Madhya Pradesh,,,,,,,,
Shahpura,30,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Maize,,,,,,,,
Andhra Pradesh,,,,,,,,
Alur,0.01,Tonnes,NR,Local,1440,1640,1540,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Hybrid/Local,1700,1700,1700,Rs/Quintal
Chintalapudi,1,Tonnes,NR,Deshi Red,1600,1700,1650,Rs/Quintal
Nandikotkur,NR,Tonnes,NR,Hybrid,1700,1700,1700,Rs/Quintal
Chattisgarh,,,,,,,,
Chura,15,Tonnes,NR,Local,1350,1350,1350,Rs/Quintal
Devbhog,30,Tonnes,NR,Local,1400,1400,1400,Rs/Quintal
Gamhari,246.7,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Gariyaband,15,Tonnes,NR,Local,1450,1450,1450,Rs/Quintal
Keshkal,125.1,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Kondagoan,56,Tonnes,NR,Local,1400,1500,1450,Rs/Quintal
Narayanpur,22.8,Tonnes,NR,Medium,1400,1500,1450,Rs/Quintal
Karnataka,,,,,,,,
Channarayapatna,10,Tonnes,NR,Local,1550,1550,1550,Rs/Quintal
Chickkaballapura,60,Tonnes,NR,Local,2700,3000,2900,Rs/Quintal
H.B. Halli,66,Tonnes,NR,Hybrid/Local,1525,1700,1650,Rs/Quintal
Haliyala,22,Tonnes,NR,Hybrid/Local,1700,1700,1700,Rs/Quintal
Kollegal,24,Tonnes,NR,Local,1700,1700,1700,Rs/Quintal
Kustagi,15,Tonnes,NR,Hybrid/Local,1715,1715,1715,Rs/Quintal
Piriya Pattana,1665,Tonnes,NR,Hybrid/Local,1100,1600,1400,Rs/Quintal
Ramdurga,51,Tonnes,NR,Local,1250,1600,1550,Rs/Quintal
Shiggauv,73,Tonnes,NR,Hybrid/Local,1500,1650,1575,Rs/Quintal
Madhya Pradesh,,,,,,,,
Amarwda,4455.6,Tonnes,NR,Local,1400,1600,1500,Rs/Quintal
Anjad,31,Tonnes,NR,Yellow,1400,1400,1400,Rs/Quintal
Badwaha,4.5,Tonnes,NR,Yellow,1550,1620,1615,Rs/Quintal
Bhikangaon,59.3,Tonnes,NR,Other,1610,1641,1628,Rs/Quintal
Biaora,17.6,Tonnes,NR,Gajjar,1590,1675,1640,Rs/Quintal
Chaurai,6153.6,Tonnes,NR,Deshi Red,1480,1598,1520,Rs/Quintal
Javad,0.05,Tonnes,NR,Other,1500,1659,1550,Rs/Quintal
Kurawar,0.3,Tonnes,NR,Other,1400,1675,1600,Rs/Quintal
Nalkehda,1.2,Tonnes,NR,Other,1400,1480,1415,Rs/Quintal
Segaon,345,Tonnes,NR,Other,1210,1500,1400,Rs/Quintal
Soyatkalan,10,Tonnes,NR,Other,1500,1610,1550,Rs/Quintal
Suthalia,2.25,Tonnes,NR,Deshi Red,1531,1600,1535,Rs/Quintal
Maharashtra,,,,,,,,
Buldhana,73,Tonnes,NR,Yellow,1300,1650,1600,Rs/Quintal
Indapur(Bhigwan),34,Tonnes,NR,Deshi Red,1725,1761,1741,Rs/Quintal
Kannad,25,Tonnes,NR,Yellow,1650,1750,1700,Rs/Quintal
Shevgaon,1,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Sillod,5,Tonnes,NR,Yellow,1550,1650,1600,Rs/Quintal
Odisha,,,,,,,,
Jeypore,134,Tonnes,NR,Other,1700,1700,1700,Rs/Quintal
Nabarangpur(Umerkote),313.04,Tonnes,NR,Hybrid/Local,1350,1400,1350,Rs/Quintal
Nawarangpur,1287.53,Tonnes,NR,Hybrid/Local,1350,1890,1400,Rs/Quintal
Tamil Nadu,,,,,,,,
Madathukulam,NR,Tonnes,NR,Other,1665,1720,1690,Rs/Quintal
Udumalpet,6.37,Tonnes,NR,Hybrid Red (Cattle Feed),1680,1750,1720,Rs/Quintal
Telangana,,,,,,,,
Banswada,200,Tonnes,NR,Medium,1700,1700,1700,Rs/Quintal
Gollapally,25,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Huzzurabad,1,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Jagtial,0.1,Tonnes,NR,Deshi Red,1700,1700,1700,Rs/Quintal
Manakodur,0.3,Tonnes,NR,Local,1700,1700,1700,Rs/Quintal
Narsampet,16.8,Tonnes,NR,Hybrid,1728,1741,1730,Rs/Quintal
Pargi,0.01,Tonnes,NR,Local,1750,1750,1750,Rs/Quintal
Shadnagar,1,Tonnes,NR,Deshi Red,1755,1807,1792,Rs/Quintal
Uttar Pradesh,,,,,,,,
Ajuha,2,Tonnes,NR,Yellow,1450,1500,1465,Rs/Quintal
Aliganj,35,Tonnes,NR,Hybrid,1600,1750,1650,Rs/Quintal
Bangarmau,92.3,Tonnes,NR,Yellow,1600,1650,1625,Rs/Quintal
Bijnaur,1.2,Tonnes,NR,Deshi White,1640,1750,1700,Rs/Quintal
Bilsi,30,Tonnes,NR,Hybrid,1600,1700,1650,Rs/Quintal
Chhibramau(Kannuj),4,Tonnes,NR,Yellow,1560,1680,1600,Rs/Quintal
Divai,2,Tonnes,NR,Hybrid,1380,1400,1390,Rs/Quintal
Etah,65,Tonnes,NR,Hybrid,1620,1700,1690,Rs/Quintal
Faizabad,5,Tonnes,NR,Yellow,1685,1710,1700,Rs/Quintal
Ganjdudwara,21,Tonnes,NR,Hybrid,1550,1580,1570,Rs/Quintal
Gorakhpur,12.5,Tonnes,NR,Yellow,1685,1775,1725,Rs/Quintal
Jahangirabad,3.5,Tonnes,NR,Yellow,1670,1760,1700,Rs/Quintal
Jhijhank,0.4,Tonnes,NR,Yellow,1500,1700,1600,Rs/Quintal
Kamlaganj,14,Tonnes,NR,Yellow,1400,1500,1450,Rs/Quintal
Kannauj,35,Tonnes,NR,Yellow,1550,1720,1680,Rs/Quintal
Kasganj,120,Tonnes,NR,Hybrid/Local,1680,1820,1790,Rs/Quintal
Lakhimpur,3,Tonnes,NR,Yellow,1420,1500,1470,Rs/Quintal
Muradabad,2,Tonnes,NR,Yellow,1700,1750,1730,Rs/Quintal
Payagpur,25,Tonnes,NR,Yellow,1500,1600,1550,Rs/Quintal
Pukhrayan,29.5,Tonnes,NR,Yellow,1700,1750,1730,Rs/Quintal
Risia,75,Tonnes,NR,Yellow,1505,1550,1515,Rs/Quintal
Rura,6,Tonnes,NR,Hybrid Yellow (Cattle Feed),1400,1500,1450,Rs/Quintal
Shikohabad,2,Tonnes,NR,Hybrid,1650,1670,1660,Rs/Quintal
Sirsaganj,55,Tonnes,NR,Hybrid,1700,1720,1710,Rs/Quintal
Ujhani,19,Tonnes,NR,Hybrid/Local,1600,1700,1650,Rs/Quintal
Paddy(Dhan)(Basmati),,,,,,,,
Haryana,,,,,,,,
Jullana,131,Tonnes,NR,1121,3211,3541,3460,Rs/Quintal
Madlauda,500,Tonnes,NR,1121,3200,3528,3365,Rs/Quintal
Narnaund,26.5,Tonnes,NR,1121,3050,3461,3300,Rs/Quintal
Safidon,1000,Tonnes,NR,1121,2700,3445,3350,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alampur,38,Tonnes,NR,1121,2700,3045,2800,Rs/Quintal
Uttar Pradesh,,,,,,,,
Awagarh,180,Tonnes,NR,Sugandha,2100,2300,2200,Rs/Quintal
Banda,250,Tonnes,NR,1121,2900,3000,2950,Rs/Quintal
Etah,130,Tonnes,NR,1121,2900,3150,3050,Rs/Quintal
,,,NR,Basmati 1509,2800,2900,2850,Rs/Quintal
,,,NR,Sugandha,2200,2360,2300,Rs/Quintal
Jahangirabad,450,Tonnes,NR,1121,3300,3350,3325,Rs/Quintal
,,,NR,Basmati 1509,3100,3150,3125,Rs/Quintal
,,,NR,Sugandha,2425,2471,2450,Rs/Quintal
Jalaun,25,Tonnes,NR,1121,2900,3050,3000,Rs/Quintal
,,,NR,Basmati 1509,2500,2650,2600,Rs/Quintal
Kasganj,10,Tonnes,NR,Sugandha,2200,2440,2340,Rs/Quintal
Khair,330,Tonnes,NR,1121,3250,3350,3300,Rs/Quintal
,,,NR,Basmati 1509,3000,3160,3050,Rs/Quintal
,,,NR,Sugandha,2400,2500,2450,Rs/Quintal
Konch,4.5,Tonnes,NR,1121,3000,3200,3100,Rs/Quintal
,,,NR,Basmati 1509,2750,2950,2850,Rs/Quintal
Moth,60,Tonnes,NR,1121,2800,3200,3100,Rs/Quintal
Nakud,0.5,Tonnes,NR,Basumathi,1900,2400,2200,Rs/Quintal
Purwa,7,Tonnes,NR,Basumathi,3450,3500,3475,Rs/Quintal
Raath,15,Tonnes,NR,1121,2900,3000,2950,Rs/Quintal
,,,NR,Basmati 1509,2600,2700,2650,Rs/Quintal
Sikanderabad,84.5,Tonnes,NR,1121,2081,3311,3115,Rs/Quintal
Sikandraraau,15,Tonnes,NR,1121,2900,3310,3120,Rs/Quintal
,,,NR,Basmati 1509,2300,2455,2410,Rs/Quintal
,,,NR,Sugandha,2015,2265,2150,Rs/Quintal
Paddy(Dhan)(Common),,,,,,,,
Andhra Pradesh,,,,,,,,
Allagadda,NR,Tonnes,NR,Sona,1800,1900,1900,Rs/Quintal
Atmakur,0.01,Tonnes,NR,Sona Mahsuri,1750,1750,1750,Rs/Quintal
Banaganapalli,1,Tonnes,NR,Sona Mahsuri,1800,2000,1900,Rs/Quintal
Chintalapudi,1,Tonnes,NR,1001,1650,1750,1700,Rs/Quintal
Koilkunta,NR,Tonnes,NR,B P T,1700,1750,1750,Rs/Quintal
Kovvur,1,Tonnes,NR,MTU-1010,1750,1770,1760,Rs/Quintal
Nandyal,1,Tonnes,NR,Sona Mahsuri,2000,2200,2150,Rs/Quintal
Narsapuram,0.1,Tonnes,NR,MTU-1010,1600,1700,1650,Rs/Quintal
Palakole,1,Tonnes,NR,MTU-1010,1760,1800,1770,Rs/Quintal
,,,NR,Swarna Masuri (OLD),1850,1870,1860,Rs/Quintal
Tanuku,1,Tonnes,NR,MTU-1010,1700,1770,1750,Rs/Quintal
Chattisgarh,,,,,,,,
Amoda,7.8,Tonnes,NR,Fine,1400,1500,1450,Rs/Quintal
Arang,2,Tonnes,NR,Paddy Medium,1500,1500,1500,Rs/Quintal
Bardewri,2.9,Tonnes,NR,Fine,1400,1500,1450,Rs/Quintal
Basana,103.7,Tonnes,NR,MTU-1001,1410,1600,1450,Rs/Quintal
Bhanupratappur,5.5,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Bharamgarh,371.8,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bhatapara,541.8,Tonnes,NR,Paddy fine,2640,2911,2681,Rs/Quintal
Bhopalpattnam,200,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bijapur,105,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Charama,20,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Dudhawa,22.1,Tonnes,NR,Fine,1400,1500,1450,Rs/Quintal
Gamhari,224,Tonnes,NR,Paddy Coarse,1300,1400,1350,Rs/Quintal
,,,NR,Paddy fine,1550,1570,1560,Rs/Quintal
Kanker,10,Tonnes,NR,Fine,1400,1500,1450,Rs/Quintal
Kasdol,3,Tonnes,NR,Paddy,1200,1400,1300,Rs/Quintal
Katghora,2,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Korar,11,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Lakhanpuri,10,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Manendragarh,20,Tonnes,NR,I.R. 36,1775,1775,1775,Rs/Quintal
Narayanpur,417.1,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
,,,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
,,,NR,Paddy fine,1770,1770,1770,Rs/Quintal
Narharpur,10,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Pratappur,1,Tonnes,NR,I.R. 36,1780,1780,1780,Rs/Quintal
Rajim,1,Tonnes,NR,Swarna Masuri (New),1520,1560,1530,Rs/Quintal
Sambalpur,12,Tonnes,NR,Common,1500,1500,1500,Rs/Quintal
Sarona,8.7,Tonnes,NR,Paddy fine,1400,1500,1450,Rs/Quintal
Gujarat,,,,,,,,
Davgadbaria(Piplod),4.3,Tonnes,NR,Common,1410,1430,1420,Rs/Quintal
Devgadhbaria,10.4,Tonnes,NR,Common,1400,1430,1410,Rs/Quintal
Mandvi,2.2,Tonnes,NR,Other,1450,1525,1487,Rs/Quintal
S.Mandvi,2.2,Tonnes,NR,Other,1450,1525,1487,Rs/Quintal
Haryana,,,,,,,,
"New Grain Market , Panchkula",1,Tonnes,NR,Other,1770,1800,1771,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,10,Tonnes,NR,Other,1700,1800,1750,Rs/Quintal
Karnataka,,,,,,,,
Chintamani,123,Tonnes,NR,Jaya,1750,1950,1850,Rs/Quintal
H.B. Halli,30,Tonnes,NR,Sona,1640,1640,1640,Rs/Quintal
K.R.Nagar,625,Tonnes,NR,Paddy,1400,1700,1525,Rs/Quintal
Kollegal,228,Tonnes,NR,Paddy Medium,1550,1780,1650,Rs/Quintal
Pandavapura,20,Tonnes,NR,Paddy Dappa,1550,1550,1550,Rs/Quintal
Shiggauv,16,Tonnes,NR,Paddy,1700,1700,1700,Rs/Quintal
Kerala,,,,,,,,
Pulpally,12,Tonnes,NR,Other,1650,1850,1750,Rs/Quintal
Madhya Pradesh,,,,,,,,
Bareli,720.65,Tonnes,NR,Other,2550,2570,2560,Rs/Quintal
Barghat,1534.12,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Budhar,12.5,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Chaakghat,2800,Tonnes,NR,Other,1760,1770,1765,Rs/Quintal
Hanumana,40,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Kareli,73.1,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Katangi,5.66,Tonnes,NR,Common,1785,2040,1905,Rs/Quintal
,,,NR,Other,1545,1720,1546,Rs/Quintal
Lashkar,260,Tonnes,NR,Common,1690,1710,1705,Rs/Quintal
Nagod,26.9,Tonnes,NR,Other,1200,1500,1400,Rs/Quintal
Nainpur,138,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Praswada,545.5,Tonnes,NR,Common,1750,1850,1800,Rs/Quintal
Umariya,23,Tonnes,NR,Other,1740,1750,1745,Rs/Quintal
Varaseoni,212.4,Tonnes,NR,Paddy fine,1750,2500,2030,Rs/Quintal
,,,NR,Paddy Medium,1300,1600,1550,Rs/Quintal
Maharashtra,,,,,,,,
Brahmpuri,18,Tonnes,NR,Other,1950,2100,2000,Rs/Quintal
Gondpimpri,13,Tonnes,NR,Other,2110,2170,2140,Rs/Quintal
Mandhal,19,Tonnes,NR,Other,2052,2100,2071,Rs/Quintal
Savali,30,Tonnes,NR,Other,2000,2150,2101,Rs/Quintal
NCT of Delhi,,,,,,,,
Najafgarh,211.8,Tonnes,NR,Paddy,2900,3481,3190,Rs/Quintal
Narela,14671,Tonnes,NR,D.B.,2711,2711,2711,Rs/Quintal
,,,NR,Paddy,1677,3450,3370,Rs/Quintal
,,,NR,Sarvati,1677,2001,1900,Rs/Quintal
Odisha,,,,,,,,
Attabira,2004.09,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Bargarh(Barapalli),2000,Tonnes,NR,C.O. 29,1750,1750,1750,Rs/Quintal
Bhadrak,120,Tonnes,NR,1001,1700,1750,1750,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Bhawanipatna,986.41,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Bonai,500,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Dungurapalli,542.1,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Godabhaga,5.83,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Jaleswar,80,Tonnes,NR,Other,1750,1770,1760,Rs/Quintal
Jeypore,749.2,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Jeypore(Kotpad),327.4,Tonnes,NR,Common,1750,1750,1750,Rs/Quintal
Jhumpura,20,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Junagarh,2618.75,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kalahandi(Dharamagarh),1109.21,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Karanjia,3,Tonnes,NR,Other,1550,1750,1750,Rs/Quintal
Kendrapara,42,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Kendrapara(Marshaghai),46,Tonnes,NR,Other,1750,1770,1750,Rs/Quintal
Kendupatna,120,Tonnes,NR,Other,1750,1800,1750,Rs/Quintal
Kendupatna(Niali),150,Tonnes,NR,Other,1750,1800,1750,Rs/Quintal
Khariar Road,240,Tonnes,NR,Paddy,1750,1750,1750,Rs/Quintal
Malkanagiri,141,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Malkangiri(Korakunda),124,Tonnes,NR,Other,1750,1750,1750,Rs/Quintal
Nabarangpur(Umerkote),24.8,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Nawarangpur,717.54,Tonnes,NR,Paddy Coarse,1750,1750,1750,Rs/Quintal
Nimapara,14,Tonnes,NR,Other,1650,1770,1750,Rs/Quintal
Pattamundai,36,Tonnes,NR,Paddy,1750,1770,1750,Rs/Quintal
Tamil Nadu,,,,,,,,
Madathukulam,NR,Tonnes,NR,Other,1560,1600,1575,Rs/Quintal
Rajapalayam,1.5,Tonnes,NR,Super Ponni,1550,1750,1650,Rs/Quintal
Rajasingamangalam,0.1,Tonnes,NR,ADT 36,1700,1800,1750,Rs/Quintal
Sivagangai,7.3,Tonnes,NR,ADT 36,1780,1880,1830,Rs/Quintal
Telangana,,,,,,,,
